CLUSTER,2
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD1673,0.059963,20.7449,3,0.2,0.217137,0.599967,1.09703,0.453984,-2.10005,10.1984,
TD1674,0.060013,20.4209,3,0.2,0.213745,0.599967,1.0994,0.456922,-2.05919,10.0506,
TD1675,0.060081,20.1134,3,0.2,0.210526,0.6,1.10163,0.459919,-2.02057,9.91012,
TD1676,0.059987,19.8149,3,0.2,0.207403,0.600032,1.10377,0.462668,-1.98325,9.77345,
TD1677,0.060072,19.5314,3,0.2,0.204435,0.599937,1.10577,0.465482,-1.9481,9.64334,
TD1678,0.059957,18.9966,3,0.2,0.198838,0.600031,1.1095,0.470633,-1.88223,9.39752,
TD1679,0.060066,18.7443,3,0.2,0.196197,0.599909,1.11127,0.472985,-1.85134,9.28116,
TD1680,0.060042,18.5042,3,0.2,0.193683,0.59997,1.11293,0.475417,-1.82196,9.17044,
TD1681,0.060018,18.2701,3,0.2,0.191233,0.600029,1.11453,0.47764,-1.79362,9.06222,
TD1682,0.060012,18.0471,3,0.2,0.188899,0.600116,1.11607,0.479802,-1.76664,8.95917,
TD1683,0.060006,17.8295,3,0.2,0.186621,0.600057,1.11753,0.481769,-1.7406,8.85831,
TD1684,0.060036,17.4218,3,0.2,0.182354,0.600084,1.12027,0.485762,-1.69182,8.66924,
TD1685,0.060064,17.2285,3,0.2,0.18033,0.600083,1.12157,0.487585,-1.66889,8.57941,
TD1686,0.060136,21.7687,3,0.2,0.353741,0.6,0.958633,0.330612,-2.50122,10.2893,
TD1687,0.060005,20.0854,3,0.2,0.326387,0.60005,0.9953,0.354256,-2.2817,9.61009,
TD1688,0.059911,18.7222,3,0.2,0.304236,0.600047,1.0211,0.373742,-2.09712,9.04166,
TD1689,0.060079,17.6056,3,0.2,0.286092,0.600132,1.0401,0.389745,-1.94454,8.56492,
TD1690,0.060088,17.5439,3,0.2,0.285088,0.6,1.0411,0.39057,-1.93596,8.53816,
TD1691,0.060027,21.8281,3,0.2,0.409277,0.6,0.860733,0.284584,-2.49823,10.0742,
TD1692,0.059995,21.2371,3,0.2,0.398195,0.599947,0.8828,0.293602,-2.44571,9.86116,
TD1693,0.059964,20.6772,3,0.2,0.387697,0.599897,0.902167,0.302145,-2.38951,9.65469,
TD1694,0.059965,20.1562,3,0.2,0.377929,0.599899,0.9193,0.310406,-2.33308,9.45906,
TD1695,0.059966,19.6608,3,0.2,0.368641,0.599902,0.9345,0.318014,-2.27599,9.26935,
TD1696,0.059995,19.1985,3,0.2,0.359971,0.599952,0.9481,0.325414,-2.2203,9.08999,
TD1697,0.060023,18.7573,3,0.2,0.3517,0.6,0.9603,0.332474,-2.1653,8.91606,
TD1698,0.060064,18.3402,3,0.2,0.343879,0.599954,0.971367,0.339294,-2.11187,8.74966,
TD1699,0.060103,17.9412,3,0.2,0.336398,0.59991,0.981367,0.345593,-2.05988,8.58825,
TD1700,0.059947,17.567,3,0.2,0.329381,0.600132,0.9905,0.351559,-2.01032,8.43588,
TD1701,0.060027,21.8281,3,0.2,0.300136,0.6,1.0262,0.377626,-2.4221,10.5031,
TD1702,0.059995,21.2371,3,0.2,0.29201,0.599947,1.03463,0.384922,-2.34112,10.2509,
TD1703,0.059964,20.6772,3,0.2,0.284311,0.599897,1.0422,0.391833,-2.26493,10.0098,
TD1704,0.059965,20.1562,3,0.2,0.277148,0.599899,1.04907,0.398337,-2.19375,9.78408,
TD1705,0.059966,19.6608,3,0.2,0.270337,0.599902,1.05533,0.404276,-2.12657,9.56795,
TD1706,0.059995,19.1985,3,0.2,0.263979,0.599952,1.0611,0.410127,-2.06407,9.36525,
TD1707,0.060023,18.7573,3,0.2,0.257913,0.6,1.06637,0.415475,-2.00469,9.17046,
TD1708,0.060064,18.3402,3,0.2,0.252178,0.599954,1.07123,0.420679,-1.94888,8.98556,
TD1709,0.060103,17.9412,3,0.2,0.246692,0.59991,1.07577,0.425656,-1.89594,8.8078,
TD1710,0.059947,17.567,3,0.2,0.241546,0.600132,1.07997,0.430391,-1.84629,8.64054,
TD1711,0.060054,21.4477,3,0.2,0.402145,0.6,0.8751,0.290349,-2.46515,9.93753,
TD1712,0.059947,21.2202,3,0.2,0.397878,0.6,0.8833,0.293899,-2.44403,9.85491,
TD1713,0.059934,20.403,3,0.2,0.382555,0.599847,0.9113,0.306554,-2.36037,9.55216,
TD1714,0.060109,19.8708,3,0.2,0.372578,0.600099,0.928233,0.314953,-2.30055,9.35047,
TD1715,0.060034,19.3658,3,0.2,0.363108,0.600097,0.943233,0.322682,-2.24062,9.15517,
TD1716,0.059976,18.8902,3,0.2,0.354191,0.6,0.956633,0.330342,-2.18205,8.96836,
TD1717,0.059935,18.4417,3,0.2,0.345781,0.600046,0.968633,0.337483,-2.12494,8.78999,
TD1718,0.05991,18.018,3,0.2,0.337838,0.6,0.979433,0.344144,-2.07004,8.61937,
TD1719,0.059899,17.6173,3,0.2,0.330324,0.599868,0.989267,0.350804,-2.01696,8.45629,
TD1720,0.059901,17.2377,3,0.2,0.323206,0.599871,0.998167,0.35682,-1.96617,8.30015,
TD1721,0.060136,21.7687,3,0.2,0.408163,0.6,0.862967,0.285442,-2.49333,10.0528,
TD1722,0.060005,20.0854,3,0.2,0.376601,0.60005,0.921533,0.311323,-2.32513,9.43209,
TD1723,0.059911,18.7222,3,0.2,0.351041,0.600047,0.961233,0.333021,-2.16078,8.90194,
TD1724,0.060079,17.6056,3,0.2,0.330106,0.600132,0.9896,0.351012,-2.0154,8.45158,
TD1725,0.060088,17.5439,3,0.2,0.328947,0.6,0.991067,0.351974,-2.00724,8.42632,
TD1726,0.059955,21.7095,3,0.5,0.192274,0.60007,0.982667,0.495193,-1.49327,10.8616,
TD1727,0.059948,21.3953,3,0.5,0.189492,0.6,0.983967,0.49733,-1.46581,10.7125,
TD1728,0.059952,21.0938,3,0.5,0.186821,0.600034,0.9852,0.49966,-1.43937,10.5691,
TD1729,0.059956,20.8005,3,0.5,0.184224,0.5999,0.9864,0.501758,-1.414,10.4296,
TD1730,0.05998,20.5221,3,0.5,0.181758,0.599967,0.987533,0.5038,-1.38979,10.2971,
TD1731,0.060035,19.9903,3,0.5,0.177048,0.600032,0.989667,0.507645,-1.34412,10.0438,
TD1732,0.060076,19.7394,3,0.5,0.174825,0.599968,0.9907,0.509536,-1.32279,9.92403,
TD1733,0.059969,19.4976,3,0.5,0.172684,0.6,0.991667,0.511303,-1.3022,9.80863,
TD1734,0.059933,19.0374,3,0.5,0.168608,0.599939,0.993533,0.514562,-1.26334,9.5889,
TD1735,0.06,18.8182,3,0.5,0.166667,0.6,0.9944,0.516212,-1.24485,9.48409,
TD1736,0.059925,18.6067,3,0.5,0.164794,0.6,0.995267,0.517753,-1.22712,9.38292,
TD1737,0.059953,18.2058,3,0.5,0.161243,0.599971,0.996867,0.520668,-1.19379,9.191,
TD1738,0.060052,18.0157,3,0.5,0.159559,0.600087,0.997633,0.522048,-1.17798,9.10009,
TD1739,0.060006,17.8295,3,0.5,0.15791,0.600057,0.9984,0.523399,-1.16265,9.01077,
TD1740,0.059941,17.4757,3,0.5,0.154777,0.599972,0.9998,0.52596,-1.13367,8.84114,
TD1741,0.060061,17.3077,3,0.5,0.153289,0.600056,1.0005,0.527174,-1.11984,8.76059,
TD1742,0.060027,21.8281,3,0.5,0.300136,0.6,0.920833,0.406821,-1.72824,10.7596,
TD1743,0.059995,21.2371,3,0.5,0.29201,0.599947,0.926533,0.413326,-1.66684,10.4916,
TD1744,0.059964,20.6772,3,0.5,0.284311,0.599897,0.931733,0.41923,-1.60894,10.2362,
TD1745,0.059965,20.1562,3,0.5,0.277148,0.599899,0.936467,0.425044,-1.55556,9.99798,
TD1746,0.059966,19.6608,3,0.5,0.270337,0.599902,0.940833,0.430327,-1.50528,9.77046,
TD1747,0.059995,19.1985,3,0.5,0.263979,0.599952,0.944833,0.435565,-1.45836,9.55748,
TD1748,0.060023,18.7573,3,0.5,0.257913,0.6,0.948533,0.440328,-1.4143,9.35358,
TD1749,0.060064,18.3402,3,0.5,0.252178,0.599954,0.952,0.444979,-1.37277,9.16025,
TD1750,0.060103,17.9412,3,0.5,0.246692,0.59991,0.9552,0.449428,-1.33348,8.97488,
TD1751,0.059947,17.567,3,0.5,0.241546,0.600132,0.9582,0.453667,-1.29688,8.80062,
TD1752,0.060125,22.1321,3,0.5,0.405754,0.599779,0.818033,0.327186,-1.90373,10.657,
TD1753,0.059929,21.2766,3,0.5,0.390071,0.6,0.836567,0.338652,-1.8195,10.3,
TD1754,0.060089,20.4848,3,0.5,0.375555,0.599863,0.852333,0.348925,-1.73882,9.96415,
TD1755,0.059947,19.7628,3,0.5,0.362319,0.600132,0.865833,0.359025,-1.66337,9.65415,
TD1756,0.060134,19.09,3,0.5,0.349984,0.600064,0.877567,0.36812,-1.59211,9.36176,
TD1757,0.060018,18.4672,3,0.5,0.338566,0.600185,0.887833,0.376731,-1.52601,9.08834,
TD1758,0.059928,17.8891,3,0.5,0.327967,0.600179,0.8969,0.384914,-1.46422,8.83244,
TD1759,0.060133,17.3461,3,0.5,0.318011,0.599884,0.905,0.392599,-1.40648,8.59034,
TD1760,0.060018,18.4672,3,0.2,0.338566,0.600185,0.978733,0.343798,-2.12034,8.82456,
TD1761,0.059928,17.8891,3,0.2,0.327967,0.600179,0.992533,0.353011,-2.04383,8.58885,
TD1762,0.060133,17.3461,3,0.2,0.318011,0.599884,1.00463,0.361376,-1.9708,8.36427,
TD1763,0.059918,22.2143,3,0.5,0.196745,0.600072,0.980567,0.491504,-1.53801,11.1011,
TD1764,0.060025,21.8623,3,0.5,0.193628,0.60007,0.982033,0.494103,-1.50678,10.9342,
TD1765,0.059955,21.5214,3,0.5,0.190608,0.599896,0.983433,0.496448,-1.47687,10.7723,
TD1766,0.060079,21.1982,3,0.5,0.187745,0.599932,0.984767,0.498891,-1.44854,10.6187,
TD1767,0.060013,20.5902,3,0.5,0.182361,0.599967,0.987267,0.503316,-1.39572,10.3296,
TD1768,0.059987,20.3008,3,0.5,0.179797,0.600033,0.988433,0.505394,-1.37071,10.1917,
TD1769,0.059981,20.0258,3,0.5,0.177362,0.599968,0.989533,0.507417,-1.34715,10.0608,
TD1770,0.059975,19.7582,3,0.5,0.174992,0.600064,0.990633,0.509386,-1.32437,9.93303,
TD1771,0.059978,19.5007,3,0.5,0.172712,0.599937,0.991667,0.511226,-1.3024,9.81017,
TD1772,0.059991,19.2528,3,0.5,0.170516,0.599907,0.992667,0.512944,-1.28151,9.69183,
TD1773,0.060051,18.7869,3,0.5,0.166389,0.600061,0.994533,0.516563,-1.24217,9.46907,
TD1774,0.05994,18.565,3,0.5,0.164425,0.6,0.995433,0.518087,-1.22362,9.36308,
TD1775,0.059988,18.3511,3,0.5,0.16253,0.60003,0.9963,0.519651,-1.20582,9.26064,
TD1776,0.059954,17.9428,3,0.5,0.158914,0.599971,0.997933,0.522537,-1.17206,9.06501,
TD1777,0.060026,17.7505,3,0.5,0.15721,0.599971,0.9987,0.523939,-1.15621,8.97299,
TD1778,0.059955,17.5622,3,0.5,0.155543,0.599972,0.999467,0.525311,-1.1407,8.88264,
TD1779,0.059989,17.207,3,0.5,0.152397,0.600028,1.0009,0.527847,-1.11166,8.71225,
TD1780,0.060054,21.4477,3,0.5,0.294906,0.6,0.924533,0.410992,-1.68874,10.5871,
TD1781,0.059947,21.2202,3,0.5,0.291777,0.6,0.926667,0.413263,-1.66499,10.4838,
TD1782,0.059934,20.403,3,0.5,0.280541,0.599847,0.934233,0.422341,-1.58072,10.1109,
TD1783,0.060109,19.8708,3,0.5,0.273224,0.600099,0.939033,0.428217,-1.52633,9.86711,
TD1784,0.060034,19.3658,3,0.5,0.266279,0.600097,0.9434,0.433793,-1.47543,9.63471,
TD1785,0.059976,18.8902,3,0.5,0.25974,0.6,0.9474,0.438961,-1.42763,9.41511,
TD1786,0.059935,18.4417,3,0.5,0.253573,0.600046,0.951133,0.443753,-1.38289,9.20724,
TD1787,0.05991,18.018,3,0.5,0.247748,0.6,0.954567,0.448423,-1.34122,9.01059,
TD1788,0.059899,17.6173,3,0.5,0.242237,0.599868,0.957767,0.452984,-1.30192,8.82405,
TD1789,0.059901,17.2377,3,0.5,0.237018,0.599871,0.960767,0.457229,-1.26503,8.64706,
TD1790,0.059868,20.8841,3,0.5,0.382875,0.60007,0.844567,0.343891,-1.77967,10.1344,
TD1791,0.05993,19.1266,3,0.5,0.350653,0.599936,0.8769,0.367549,-1.59611,9.37743,
TD1792,0.059861,18.9036,3,0.5,0.346566,0.600189,0.880733,0.370825,-1.57246,9.28009,
TD1793,0.059958,17.8094,3,0.5,0.326506,0.599881,0.898067,0.385871,-1.45592,8.79697,
TD1794,0.060079,22.274,3,0.5,0.197274,0.600072,0.980333,0.491033,-1.54322,11.1293,
TD1795,0.06006,21.7475,3,0.5,0.192611,0.60007,0.9825,0.494835,-1.49659,10.8797,
TD1796,0.060081,21.0794,3,0.5,0.186694,0.599966,0.985233,0.499661,-1.43822,10.5623,
TD1797,0.059963,20.7449,3,0.5,0.183731,0.599967,0.986633,0.502255,-1.40905,10.4032,
TD1798,0.060013,20.4209,3,0.5,0.180862,0.599967,0.987933,0.504439,-1.38112,10.2489,
TD1799,0.060081,20.1134,3,0.5,0.178138,0.6,0.9892,0.506721,-1.35466,10.1025,
TD1800,0.059987,19.8149,3,0.5,0.175495,0.600032,0.9904,0.508934,-1.32913,9.96012,
TD1801,0.060072,19.5314,3,0.5,0.172983,0.599937,0.991533,0.510929,-1.30508,9.82481,
TD1802,0.059957,18.9966,3,0.5,0.168247,0.600031,0.9937,0.514836,-1.25987,9.56944,
TD1803,0.060066,18.7443,3,0.5,0.166013,0.599909,0.9947,0.516752,-1.23876,9.44869,
TD1804,0.060042,18.5042,3,0.5,0.163886,0.59997,0.995667,0.518623,-1.21856,9.33388,
TD1805,0.060018,18.2701,3,0.5,0.161812,0.600029,0.9966,0.520153,-1.19918,9.22183,
TD1806,0.060012,18.0471,3,0.5,0.159837,0.600116,0.997533,0.521941,-1.18062,9.11508,
TD1807,0.060006,17.8295,3,0.5,0.15791,0.600057,0.9984,0.523399,-1.16265,9.01077,
TD1808,0.060036,17.4218,3,0.5,0.154299,0.600084,1.00003,0.526441,-1.12919,8.8154,
TD1809,0.060064,17.2285,3,0.5,0.152587,0.600083,1.0008,0.527812,-1.11347,8.72257,
TD1810,0.060136,21.7687,3,0.5,0.29932,0.6,0.9214,0.407619,-1.72218,10.7328,
TD1811,0.060005,20.0854,3,0.5,0.276174,0.60005,0.9371,0.42581,-1.54833,9.96535,
TD1812,0.059911,18.7222,3,0.5,0.25743,0.600047,0.948833,0.440908,-1.41072,9.33723,
TD1813,0.060079,17.6056,3,0.5,0.242077,0.600132,0.957867,0.453125,-1.30062,8.81866,
TD1814,0.060088,17.5439,3,0.5,0.241228,0.6,0.958367,0.453728,-1.29474,8.78991,
TD1815,0.060093,19.9203,3,0.5,0.365206,0.599934,0.862967,0.356906,-1.67995,9.72211,
TD1816,0.059982,17.9051,3,0.5,0.32826,0.600119,0.896633,0.384661,-1.46613,8.83945,
TD1817,0.059955,21.7095,3,0.5,0.227233,0.60007,0.9659,0.465828,-1.56878,10.8179,
TD1818,0.059948,21.3953,3,0.5,0.223945,0.6,0.967633,0.468562,-1.53919,10.6705,
TD1819,0.059952,21.0938,3,0.5,0.220788,0.600034,0.969267,0.471128,-1.51104,10.5289,
TD1820,0.059956,20.8005,3,0.5,0.217719,0.5999,0.970833,0.473623,-1.48384,10.3909,
TD1821,0.05998,20.5221,3,0.5,0.214805,0.599967,0.972333,0.476041,-1.45803,10.2597,
TD1822,0.060035,19.9903,3,0.5,0.209239,0.600032,0.9751,0.480605,-1.40914,10.009,
TD1823,0.060076,19.7394,3,0.5,0.206612,0.599968,0.976433,0.482676,-1.3862,9.8905,
TD1824,0.059969,19.4976,3,0.5,0.204082,0.6,0.9777,0.484772,-1.36436,9.77629,
TD1825,0.059933,19.0374,3,0.5,0.199264,0.599939,0.980067,0.488811,-1.32281,9.55855,
TD1826,0.06,18.8182,3,0.5,0.19697,0.6,0.981167,0.490606,-1.30318,9.4547,
TD1827,0.059925,18.6067,3,0.5,0.194757,0.6,0.982267,0.492434,-1.28435,9.35431,
TD1828,0.059953,18.2058,3,0.5,0.19056,0.599971,0.9843,0.495896,-1.24875,9.16418,
TD1829,0.060052,18.0157,3,0.5,0.18857,0.600087,0.985267,0.497534,-1.23194,9.07383,
TD1830,0.060006,17.8295,3,0.5,0.186621,0.600057,0.9862,0.499139,-1.21562,8.98536,
TD1831,0.059941,17.4757,3,0.5,0.182918,0.599972,0.987967,0.502181,-1.18461,8.81708,
TD1832,0.060061,17.3077,3,0.5,0.181159,0.600056,0.988833,0.503623,-1.17001,8.73704,
TD1833,0.060089,20.4848,3,0.5,0.443837,0.599863,0.763033,0.301468,-1.77228,9.78115,
TD1834,0.059947,19.7628,3,0.5,0.428195,0.600132,0.785833,0.312253,-1.71245,9.49275,
TD1835,0.060134,19.09,3,0.5,0.413618,0.600064,0.8053,0.321985,-1.65161,9.21858,
TD1836,0.060018,18.4672,3,0.5,0.400123,0.600185,0.822067,0.331487,-1.59187,8.96091,
TD1837,0.059928,17.8891,3,0.5,0.387597,0.600179,0.836633,0.340489,-1.53399,8.71825,
TD1838,0.060133,17.3461,3,0.5,0.375831,0.599884,0.8494,0.348945,-1.47846,8.48742,
TD1839,0.059918,22.2143,3,0.5,0.232517,0.600072,0.963133,0.461635,-1.61653,11.0544,
TD1840,0.060025,21.8623,3,0.5,0.228833,0.60007,0.965067,0.464707,-1.58317,10.8896,
TD1841,0.059955,21.5214,3,0.5,0.225264,0.599896,0.966933,0.46751,-1.55103,10.7297,
TD1842,0.060079,21.1982,3,0.5,0.221881,0.599932,0.9687,0.470217,-1.52074,10.5779,
TD1843,0.060013,20.5902,3,0.5,0.215517,0.599967,0.971967,0.475464,-1.46419,10.2919,
TD1844,0.059987,20.3008,3,0.5,0.212488,0.600033,0.9735,0.477934,-1.43756,10.1554,
TD1845,0.059981,20.0258,3,0.5,0.20961,0.599968,0.974933,0.480329,-1.41229,10.0258,
TD1846,0.059975,19.7582,3,0.5,0.206809,0.600064,0.976333,0.48266,-1.388,9.89946,
TD1847,0.059978,19.5007,3,0.5,0.204114,0.599937,0.977667,0.484691,-1.36458,9.77767,
TD1848,0.059991,19.2528,3,0.5,0.201519,0.599907,0.978933,0.486901,-1.34227,9.66052,
TD1849,0.060051,18.7869,3,0.5,0.196642,0.600061,0.981333,0.491,-1.30026,9.43987,
TD1850,0.05994,18.565,3,0.5,0.19432,0.6,0.982467,0.492825,-1.28057,9.33468,
TD1851,0.059988,18.3511,3,0.5,0.19208,0.60003,0.983567,0.494681,-1.26153,9.23316,
TD1852,0.059954,17.9428,3,0.5,0.187807,0.599971,0.985633,0.498122,-1.22551,9.03915,
TD1853,0.060026,17.7505,3,0.5,0.185794,0.599971,0.9866,0.499786,-1.20866,8.94769,
TD1854,0.059955,17.5622,3,0.5,0.183824,0.599972,0.987533,0.501414,-1.19217,8.85817,
TD1855,0.059989,17.207,3,0.5,0.180105,0.600028,0.989333,0.504433,-1.16126,8.68897,
TD1856,0.059918,22.2143,3,0.2,0.196745,0.600072,1.10957,0.473618,-2.18315,10.9397,
TD1857,0.060025,21.8623,3,0.2,0.193628,0.60007,1.11157,0.476501,-2.14047,10.7773,
TD1858,0.059955,21.5214,3,0.2,0.190608,0.599896,1.11343,0.47912,-2.09946,10.6197,
TD1859,0.060079,21.1982,3,0.2,0.187745,0.599932,1.11523,0.481823,-2.06059,10.47,
TD1860,0.060013,20.5902,3,0.2,0.182361,0.599967,1.1186,0.486903,-1.98823,10.1882,
TD1861,0.059987,20.3008,3,0.2,0.179797,0.600033,1.12017,0.489212,-1.95407,10.0536,
TD1862,0.059981,20.0258,3,0.2,0.177362,0.599968,1.12167,0.491454,-1.92164,9.92567,
TD1863,0.059975,19.7582,3,0.2,0.174992,0.600064,1.1231,0.493637,-1.89039,9.80099,
TD1864,0.059978,19.5007,3,0.2,0.172712,0.599937,1.12447,0.495682,-1.86042,9.6808,
TD1865,0.059991,19.2528,3,0.2,0.170516,0.599907,1.1258,0.497597,-1.83165,9.56518,
TD1866,0.060051,18.7869,3,0.2,0.166389,0.600061,1.1283,0.501437,-1.77795,9.34745,
TD1867,0.05994,18.565,3,0.2,0.164425,0.6,1.1295,0.503288,-1.75262,9.2435,
TD1868,0.059988,18.3511,3,0.2,0.16253,0.60003,1.13063,0.505024,-1.72813,9.14332,
TD1869,0.059954,17.9428,3,0.2,0.158914,0.599971,1.1328,0.508235,-1.68188,8.95175,
TD1870,0.060026,17.7505,3,0.2,0.15721,0.599971,1.1338,0.50979,-1.66014,8.86151,
TD1871,0.059955,17.5622,3,0.2,0.155543,0.599972,1.1348,0.511312,-1.639,8.77305,
TD1872,0.059989,17.207,3,0.2,0.152397,0.600028,1.1367,0.514131,-1.59933,8.60599,
TD1873,0.060137,20.6186,3,0.5,0.446735,0.6,0.7588,0.299656,-1.78282,9.83436,
TD1874,0.05993,19.1266,3,0.5,0.414409,0.599936,0.8042,0.321326,-1.65508,9.23334,
TD1875,0.059861,18.9036,3,0.5,0.409578,0.600189,0.8105,0.324827,-1.6339,9.14209,
TD1876,0.059958,17.8094,3,0.5,0.385871,0.599881,0.8385,0.341644,-1.52597,8.68448,
TD1877,0.060079,22.274,3,0.5,0.233142,0.600072,0.9628,0.461083,-1.62231,11.0823,
TD1878,0.06006,21.7475,3,0.5,0.227631,0.60007,0.9657,0.465593,-1.5724,10.8358,
TD1879,0.060081,21.0794,3,0.5,0.220638,0.599966,0.969333,0.471317,-1.50967,10.5221,
TD1880,0.059963,20.7449,3,0.5,0.217137,0.599967,0.971133,0.474194,-1.47854,10.3648,
TD1881,0.060013,20.4209,3,0.5,0.213745,0.599967,0.972867,0.476981,-1.4487,10.2121,
TD1882,0.060081,20.1134,3,0.5,0.210526,0.6,0.974467,0.479514,-1.4204,10.0672,
TD1883,0.059987,19.8149,3,0.5,0.207403,0.600032,0.976033,0.482131,-1.39311,9.92613,
TD1884,0.060072,19.5314,3,0.5,0.204435,0.599937,0.9775,0.48451,-1.36735,9.79226,
TD1885,0.059957,18.9966,3,0.5,0.198838,0.600031,0.980267,0.48914,-1.31921,9.53916,
TD1886,0.060066,18.7443,3,0.5,0.196197,0.599909,0.981567,0.491247,-1.29656,9.41956,
TD1887,0.060042,18.5042,3,0.5,0.193683,0.59997,0.9828,0.493445,-1.27518,9.30572,
TD1888,0.060018,18.2701,3,0.5,0.191233,0.600029,0.983967,0.495293,-1.25434,9.19462,
TD1889,0.060012,18.0471,3,0.5,0.188899,0.600116,0.9851,0.497239,-1.23467,9.08878,
TD1890,0.060006,17.8295,3,0.5,0.186621,0.600057,0.9862,0.499139,-1.21562,8.98536,
TD1891,0.060036,17.4218,3,0.5,0.182354,0.600084,0.988267,0.502595,-1.17997,8.79142,
TD1892,0.060064,17.2285,3,0.5,0.18033,0.600083,0.989233,0.50437,-1.16313,8.69927,
TD1893,0.060093,19.9203,3,0.5,0.431607,0.599934,0.781033,0.309761,-1.7261,9.55611,
TD1894,0.059982,17.9051,3,0.5,0.387944,0.600119,0.8362,0.340197,-1.53566,8.72486,
TD1895,0.059955,21.7095,3,0.5,0.262192,0.60007,0.946233,0.437161,-1.64289,10.7672,
TD1896,0.059948,21.3953,3,0.5,0.258398,0.6,0.9485,0.44031,-1.61154,10.6219,
TD1897,0.059952,21.0938,3,0.5,0.254755,0.600034,0.950667,0.443274,-1.58169,10.4823,
TD1898,0.059956,20.8005,3,0.5,0.251214,0.5999,0.9527,0.445989,-1.55284,10.3462,
TD1899,0.05998,20.5221,3,0.5,0.247852,0.599967,0.954667,0.448777,-1.52545,10.217,
TD1900,0.060035,19.9903,3,0.5,0.241429,0.600032,0.9583,0.453887,-1.47368,9.96926,
TD1901,0.060076,19.7394,3,0.5,0.238398,0.599968,0.96,0.456294,-1.4493,9.85219,
TD1902,0.059969,19.4976,3,0.5,0.235479,0.6,0.9616,0.458713,-1.42606,9.73925,
TD1903,0.059933,19.0374,3,0.5,0.22992,0.599939,0.964633,0.463213,-1.38213,9.52391,
TD1904,0.06,18.8182,3,0.5,0.227273,0.6,0.966067,0.465455,-1.36121,9.42121,
TD1905,0.059925,18.6067,3,0.5,0.224719,0.6,0.967433,0.467416,-1.34127,9.3221,
TD1906,0.059953,18.2058,3,0.5,0.219877,0.599971,0.970033,0.471416,-1.30358,9.13368,
TD1907,0.060052,18.0157,3,0.5,0.217581,0.600087,0.971233,0.47331,-1.28576,9.04424,
TD1908,0.060006,17.8295,3,0.5,0.215332,0.600057,0.9724,0.475165,-1.26845,8.95665,
TD1909,0.059941,17.4757,3,0.5,0.21106,0.599972,0.974633,0.478542,-1.23568,8.78993,
TD1910,0.060061,17.3077,3,0.5,0.20903,0.600056,0.975667,0.480212,-1.22018,8.71056,
TD1911,0.060027,21.8281,3,0.5,0.409277,0.6,0.813433,0.324966,-1.88049,10.5056,
TD1912,0.059995,21.2371,3,0.5,0.398195,0.599947,0.8269,0.332891,-1.8232,10.2604,
TD1913,0.059964,20.6772,3,0.5,0.387697,0.599897,0.838867,0.34014,-1.76738,10.0251,
TD1914,0.059965,20.1562,3,0.5,0.377929,0.599899,0.849533,0.347443,-1.71403,9.80423,
TD1915,0.059966,19.6608,3,0.5,0.368641,0.599902,0.859133,0.354141,-1.66257,9.59204,
TD1916,0.059995,19.1985,3,0.5,0.359971,0.599952,0.867833,0.360691,-1.61411,9.39261,
TD1917,0.060023,18.7573,3,0.5,0.3517,0.6,0.8757,0.36694,-1.56741,9.20094,
TD1918,0.060064,18.3402,3,0.5,0.343879,0.599954,0.882867,0.372765,-1.52293,9.01834,
TD1919,0.060103,17.9412,3,0.5,0.336398,0.59991,0.889433,0.378336,-1.4806,8.84257,
TD1920,0.059947,17.567,3,0.5,0.329381,0.600132,0.895433,0.383838,-1.44049,8.67699,
TD1921,0.059928,17.8891,3,0.5,0.447227,0.600179,0.7551,0.29994,-1.55248,8.57662,
TD1922,0.060133,17.3461,3,0.5,0.433651,0.599884,0.7751,0.30876,-1.50853,8.35993,
TD1923,0.059918,22.2143,3,0.5,0.268288,0.600072,0.942533,0.432302,-1.69344,11,
TD1924,0.060025,21.8623,3,0.5,0.264038,0.60007,0.945133,0.435839,-1.65816,10.8379,
TD1925,0.059955,21.5214,3,0.5,0.25992,0.599896,0.9476,0.438919,-1.62416,10.6801,
TD1926,0.060079,21.1982,3,0.5,0.256016,0.599932,0.9499,0.442226,-1.59208,10.5306,
TD1927,0.060013,20.5902,3,0.5,0.248674,0.599967,0.9542,0.44811,-1.532,10.2485,
TD1928,0.059987,20.3008,3,0.5,0.245178,0.600033,0.956167,0.450964,-1.50376,10.1139,
TD1929,0.059981,20.0258,3,0.5,0.241857,0.599968,0.958067,0.453725,-1.4771,9.98581,
TD1930,0.059975,19.7582,3,0.5,0.238626,0.600064,0.959867,0.456252,-1.45116,9.86096,
TD1931,0.059978,19.5007,3,0.5,0.235516,0.599937,0.961567,0.458785,-1.42644,9.74078,
TD1932,0.059991,19.2528,3,0.5,0.232522,0.599907,0.963233,0.461169,-1.40273,9.62486,
