CLUSTER,2
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD5861,0.060071,23.0984,3,0.666667,0.241771,0.599963,0.8948,0.460666,-1.41529,11.5438,
TD5862,0.060029,22.7306,3,0.666667,0.237921,0.599927,0.8966,0.463763,-1.38507,11.3699,
TD5863,0.059989,22.3743,3,0.666667,0.234192,0.599892,0.898267,0.466583,-1.35633,11.2012,
TD5864,0.060018,24.623,3,0.666667,0.400123,0.600185,0.785367,0.343798,-1.78332,12.0012,
TD5865,0.059928,23.8521,3,0.666667,0.387597,0.600179,0.796967,0.352415,-1.71378,11.6649,
TD5866,0.060133,23.1281,3,0.666667,0.375831,0.599884,0.807167,0.360798,-1.64759,11.3455,
TD5867,0.060062,22.453,3,0.666667,0.364861,0.600056,0.816167,0.36851,-1.58518,11.0455,
TD5868,0.059977,23.0681,3,0.666667,0.499808,0.599769,0.654867,0.279892,-1.68512,10.9973,
TD5869,0.060016,24.682,3,0.666667,0.258347,0.59996,0.8869,0.447933,-1.5467,12.2903,
TD5870,0.060074,24.2247,3,0.666667,0.25356,0.599961,0.889233,0.451726,-1.50829,12.0753,
TD5871,0.059939,23.784,3,0.666667,0.248947,0.599962,0.891433,0.45519,-1.47166,11.8675,
TD5872,0.060008,23.3634,3,0.666667,0.244545,0.599887,0.8935,0.458616,-1.43698,11.6691,
TD5873,0.060085,22.9617,3,0.666667,0.24034,0.599926,0.895467,0.461823,-1.40414,11.4792,
TD5874,0.06,22.5818,3,0.666667,0.236364,0.6,0.8973,0.464909,-1.37309,11.2996,
TD5875,0.059958,23.7459,3,0.666667,0.385871,0.599881,0.798433,0.353517,-1.70407,11.618,
TD5876,0.059994,22.4278,3,0.666667,0.364452,0.599944,0.816567,0.368937,-1.58284,11.0345,
TD5877,0.060054,23.2468,3,0.666667,0.503681,0.599768,0.6487,0.277799,-1.69353,11.0678,
TD5878,0.0599,24.7164,3,0.666667,0.258706,0.6,0.886733,0.447562,-1.54965,12.3065,
TD5879,0.060015,23.7385,3,0.666667,0.248471,0.599962,0.891667,0.455466,-1.46789,11.8461,
TD5880,0.060007,22.9321,3,0.666667,0.24003,0.600074,0.895633,0.462149,-1.40159,11.4653,
TD5881,0.0599,24.7164,3,0.2,0.218905,0.6,1.09493,0.453134,-2.49373,12.0864,
TD5882,0.060015,23.7385,3,0.2,0.210245,0.599962,1.10077,0.4612,-2.3708,11.6401,
TD5883,0.060007,22.9321,3,0.2,0.203102,0.600074,1.10547,0.467688,-2.27105,11.2701,
TD5884,0.059982,23.8735,3,0.666667,0.387944,0.600119,0.796633,0.352134,-1.71561,11.6741,
TD5885,0.06015,22.5564,3,0.666667,0.488722,0.6,0.6722,0.286466,-1.65827,10.7947,
TD5886,0.059972,24.746,3,0.666667,0.298864,0.60012,0.864533,0.417015,-1.6304,12.2612,
TD5887,0.060078,24.3053,3,0.666667,0.293542,0.6,0.8676,0.420939,-1.59139,12.0571,
TD5888,0.06,23.8846,3,0.666667,0.288462,0.6,0.870467,0.424808,-1.55442,11.8619,
TD5889,0.059936,23.4827,3,0.666667,0.283607,0.599924,0.873133,0.428436,-1.51919,11.675,
TD5890,0.060071,23.0984,3,0.666667,0.278966,0.599963,0.875667,0.432025,-1.48559,11.496,
TD5891,0.060029,22.7306,3,0.666667,0.274524,0.599927,0.878033,0.435395,-1.4537,11.3245,
TD5892,0.059989,22.3743,3,0.666667,0.270222,0.599892,0.8803,0.43866,-1.42299,11.1578,
TD5893,0.060018,24.623,3,0.666667,0.461681,0.600185,0.7136,0.302862,-1.81902,11.8356,
TD5894,0.059928,23.8521,3,0.666667,0.447227,0.600179,0.731933,0.312165,-1.76118,11.5167,
TD5895,0.060133,23.1281,3,0.666667,0.433651,0.599884,0.747833,0.321191,-1.70309,11.2128,
TD5896,0.060062,22.453,3,0.666667,0.420994,0.600056,0.761733,0.329498,-1.64609,10.9259,
TD5897,0.060016,24.682,3,0.666667,0.298092,0.59996,0.864967,0.417528,-1.6248,12.2315,
TD5898,0.060074,24.2247,3,0.666667,0.292569,0.599961,0.868167,0.421884,-1.58436,12.0199,
TD5899,0.059939,23.784,3,0.666667,0.287246,0.599962,0.871133,0.425699,-1.54558,11.8152,
TD5900,0.060008,23.3634,3,0.666667,0.282167,0.599887,0.873933,0.429646,-1.50865,11.6195,
TD5901,0.060085,22.9617,3,0.666667,0.277316,0.599926,0.876533,0.433352,-1.47384,11.4322,
TD5902,0.06,22.5818,3,0.666667,0.272727,0.6,0.879,0.436909,-1.44091,11.2549,
TD5903,0.059958,23.7459,3,0.666667,0.445236,0.599881,0.734267,0.313446,-1.75304,11.4722,
TD5904,0.059994,22.4278,3,0.666667,0.420521,0.599944,0.762333,0.329969,-1.64396,10.9156,
TD5905,0.0599,24.7164,3,0.666667,0.298507,0.6,0.864733,0.417114,-1.62786,12.2476,
TD5906,0.060015,23.7385,3,0.666667,0.286697,0.599962,0.871433,0.426223,-1.54148,11.7942,
TD5907,0.060007,22.9321,3,0.666667,0.276957,0.600074,0.876733,0.43353,-1.4712,11.4184,
TD5908,0.059982,23.8735,3,0.666667,0.447628,0.600119,0.7314,0.311847,-1.76306,11.5255,
TD5909,0.059982,23.8735,3,0.199967,0.32826,0.600119,0.994,0.352731,-2.69919,11.3572,
TD5910,0.059972,24.746,3,0.2,0.219167,0.5001,1.06713,0.395896,-3.56525,11.3246,
TD5911,0.060078,24.3053,3,0.2,0.215264,0.5,1.0728,0.400196,-3.50137,11.1462,
TD5912,0.06,23.8846,3,0.2,0.211538,0.5,1.0781,0.404038,-3.44,10.975,
TD5913,0.059936,23.4827,3,0.2,0.207979,0.499905,1.0831,0.407828,-3.38098,10.8105,
TD5914,0.060071,23.0984,3,0.2,0.204575,0.499907,1.08777,0.411568,-3.32434,10.6528,
TD5915,0.060029,22.7306,3,0.2,0.201318,0.5,1.09217,0.415081,-3.26977,10.5011,
TD5916,0.059989,22.3743,3,0.2,0.198162,0.49991,1.09633,0.418303,-3.21672,10.3535,
TD5917,0.060016,24.682,3,0.2,0.218601,0.5,1.06793,0.396463,-3.55604,11.2987,
TD5918,0.060074,24.2247,3,0.2,0.21455,0.500098,1.07387,0.401014,-3.48976,11.1135,
TD5919,0.059939,23.784,3,0.2,0.210647,0.5,1.07937,0.405017,-3.42532,10.9339,
TD5920,0.060008,23.3634,3,0.2,0.206922,0.5,1.08457,0.408954,-3.36343,10.7617,
TD5921,0.060085,22.9617,3,0.2,0.203365,0.499908,1.0894,0.41283,-3.30412,10.5964,
TD5922,0.06,22.5818,3,0.2,0.2,0.5,1.09393,0.416545,-3.24764,10.4396,
TD5923,0.0599,24.7164,3,0.2,0.218905,0.4999,1.06747,0.396219,-3.561,11.3124,
TD5924,0.060015,23.7385,3,0.2,0.210245,0.5,1.07993,0.405581,-3.41858,10.9153,
TD5925,0.060007,22.9321,3,0.2,0.203102,0.5,1.08977,0.41322,-3.29967,10.5844,
TD5926,0.059972,24.746,3,0.2,0.259016,0.5001,1.00007,0.353058,-3.54493,11.1136,
TD5927,0.060078,24.3053,3,0.2,0.254403,0.5,1.0086,0.358121,-3.48963,10.9462,
TD5928,0.06,23.8846,3,0.2,0.25,0.5,1.01653,0.363077,-3.43539,10.785,
TD5929,0.059936,23.4827,3,0.2,0.245793,0.499905,1.0239,0.367744,-3.38249,10.63,
TD5930,0.060071,23.0984,3,0.2,0.241771,0.499907,1.0308,0.372141,-3.33123,10.4806,
TD5931,0.060029,22.7306,3,0.2,0.237921,0.5,1.03727,0.376281,-3.2813,10.3369,
TD5932,0.059989,22.3743,3,0.2,0.234192,0.49991,1.0433,0.380292,-3.23221,10.1965,
TD5933,0.060016,24.682,3,0.2,0.258347,0.5,1.00127,0.353736,-3.53696,11.0892,
TD5934,0.060074,24.2247,3,0.2,0.25356,0.500098,1.01017,0.359079,-3.47942,10.9155,
TD5935,0.059939,23.784,3,0.2,0.248947,0.5,1.01843,0.364228,-3.42225,10.7465,
TD5936,0.060008,23.3634,3,0.2,0.244545,0.5,1.02607,0.369074,-3.36663,10.5837,
TD5937,0.060085,22.9617,3,0.2,0.24034,0.499908,1.0332,0.373637,-3.31263,10.4273,
TD5938,0.06,22.5818,3,0.2,0.236364,0.5,1.03983,0.378,-3.26091,10.2785,
TD5939,0.0599,24.7164,3,0.2,0.258706,0.4999,1.0006,0.353234,-3.54129,11.1023,
TD5940,0.060015,23.7385,3,0.2,0.248471,0.5,1.01927,0.364679,-3.41628,10.729,
TD5941,0.060007,22.9321,3,0.2,0.24003,0.5,1.03377,0.374077,-3.30871,10.4158,
TD5942,0.059972,24.746,3,0.2,0.298864,0.5001,0.913833,0.307631,-3.42977,10.8705,
TD5943,0.060078,24.3053,3,0.2,0.293542,0.5,0.926667,0.314481,-3.39178,10.716,
TD5944,0.06,23.8846,3,0.2,0.288462,0.5,0.938467,0.320577,-3.35289,10.5669,
TD5945,0.059936,23.4827,3,0.2,0.283607,0.499905,0.9494,0.326338,-3.3131,10.4228,
TD5946,0.060071,23.0984,3,0.2,0.278966,0.499907,0.9595,0.331784,-3.2732,10.2836,
TD5947,0.060029,22.7306,3,0.2,0.274524,0.5,0.9689,0.336933,-3.23316,10.1492,
TD5948,0.059989,22.3743,3,0.2,0.270222,0.49991,0.977633,0.34192,-3.19294,10.0175,
TD5949,0.059972,24.746,3,0.2,0.259016,0.60012,1.06513,0.415621,-2.62164,11.9958,
TD5950,0.060078,24.3053,3,0.2,0.254403,0.6,1.06893,0.419765,-2.56282,11.8006,
TD5951,0.06,23.8846,3,0.2,0.25,0.6,1.07247,0.423654,-2.50692,11.6135,
TD5952,0.059936,23.4827,3,0.2,0.245793,0.599924,1.0758,0.427491,-2.45396,11.4341,
TD5953,0.060071,23.0984,3,0.2,0.241771,0.599963,1.07893,0.431281,-2.40339,11.2622,
TD5954,0.060029,22.7306,3,0.2,0.237921,0.599927,1.0819,0.434846,-2.35523,11.0972,
TD5955,0.059989,22.3743,3,0.2,0.234192,0.599892,1.08467,0.438119,-2.30895,10.9368,
TD5956,0.0599,24.7164,3,0.666667,0.199005,0.44995,0.898533,0.481791,-2.21393,11.8539,
TD5957,0.060015,23.7385,3,0.666667,0.191131,0.449924,0.9048,0.487768,-2.11774,11.4128,
TD5958,0.060007,22.9321,3,0.666667,0.184638,0.449963,0.909867,0.492799,-2.03859,11.0476,
TD5959,0.0599,24.7164,3,0.666667,0.298507,0.44995,0.794933,0.408557,-2.24398,11.5958,
TD5960,0.060015,23.7385,3,0.666667,0.286697,0.449924,0.808967,0.416858,-2.15979,11.1814,
TD5961,0.060007,22.9321,3,0.666667,0.276957,0.449963,0.82,0.423744,-2.08807,10.8368,
TD5962,0.059972,24.746,3,0.2,0.199243,0.55011,1.1118,0.450488,-2.99183,11.8426,
TD5963,0.060078,24.3053,3,0.2,0.195695,0.549902,1.11493,0.453816,-2.93033,11.6476,
TD5964,0.06,23.8846,3,0.2,0.192308,0.55,1.1179,0.457115,-2.87173,11.461,
TD5965,0.059936,23.4827,3,0.2,0.189072,0.550009,1.1207,0.4602,-2.81603,11.2823,
TD5966,0.060071,23.0984,3,0.2,0.185977,0.549935,1.12333,0.463084,-2.76307,11.111,
TD5967,0.060029,22.7306,3,0.2,0.183016,0.549963,1.12583,0.465959,-2.7123,10.9467,
TD5968,0.059989,22.3743,3,0.2,0.180148,0.549991,1.12823,0.468744,-2.66348,10.7872,
TD5969,0.060016,24.682,3,0.2,0.198728,0.550079,1.11223,0.450914,-2.98291,11.8142,
TD5970,0.060074,24.2247,3,0.2,0.195046,0.550029,1.11553,0.454457,-2.91906,11.6119,
TD5971,0.059939,23.784,3,0.2,0.191498,0.549981,1.1186,0.457871,-2.85791,11.4163,
TD5972,0.060008,23.3634,3,0.2,0.188111,0.550038,1.1215,0.461061,-2.79966,11.2291,
TD5973,0.060085,22.9617,3,0.2,0.184877,0.550009,1.12427,0.464226,-2.74413,11.0501,
TD5974,0.06,22.5818,3,0.2,0.181818,0.55,1.12687,0.467273,-2.69182,10.8804,
TD5975,0.059972,24.746,3,0.2,0.298864,0.575015,1.01477,0.368002,-2.96195,11.676,
TD5976,0.060078,24.3053,3,0.2,0.293542,0.574951,1.02137,0.372798,-2.90215,11.4945,
TD5977,0.06,23.8846,3,0.2,0.288462,0.575,1.0275,0.3775,-2.84442,11.3202,
TD5978,0.059936,23.4827,3,0.2,0.283607,0.574967,1.0332,0.381925,-2.78918,11.1526,
TD5979,0.060071,23.0984,3,0.2,0.278966,0.575042,1.03853,0.386275,-2.7361,10.9914,
TD5980,0.060029,22.7306,3,0.2,0.274524,0.575037,1.0435,0.390373,-2.68521,10.8364,
TD5981,0.059989,22.3743,3,0.2,0.270222,0.575032,1.0482,0.394163,-2.63574,10.6853,
TD5982,0.060016,24.682,3,0.666667,0.198728,0.574921,0.914067,0.493839,-1.55326,12.2959,
TD5983,0.060074,24.2247,3,0.666667,0.195046,0.574995,0.9157,0.496782,-1.51687,12.0786,
TD5984,0.059939,23.784,3,0.666667,0.191498,0.575067,0.917267,0.499426,-1.482,11.869,
TD5985,0.060008,23.3634,3,0.666667,0.188111,0.575056,0.918733,0.502069,-1.44883,11.6687,
TD5986,0.060085,22.9617,3,0.666667,0.184877,0.574968,0.920167,0.504529,-1.41745,11.4774,
TD5987,0.06,22.5818,3,0.666667,0.181818,0.575091,0.9215,0.507091,-1.38782,11.2962,
TD5988,0.060054,23.2468,3,0.666667,0.387447,0.574971,0.7811,0.352964,-1.75281,11.279,
TD5989,0.059972,24.746,3,0.666667,0.298864,0.60012,0.864533,0.417015,-1.6304,12.2612,
TD5990,0.060078,24.3053,3,0.666667,0.293542,0.6,0.8676,0.420939,-1.59139,12.0571,
TD5991,0.06,23.8846,3,0.666667,0.288462,0.6,0.870467,0.424808,-1.55442,11.8619,
TD5992,0.059936,23.4827,3,0.666667,0.283607,0.599924,0.873133,0.428436,-1.51919,11.675,
TD5993,0.060071,23.0984,3,0.666667,0.278966,0.599963,0.875667,0.432025,-1.48559,11.496,
TD5994,0.060029,22.7306,3,0.666667,0.274524,0.599927,0.878033,0.435395,-1.4537,11.3245,
TD5995,0.059989,22.3743,3,0.666667,0.270222,0.599892,0.8803,0.43866,-1.42299,11.1578,
TD5996,0.06015,22.5564,2.33333,0.666633,0.37594,0.65,0.971233,0.337594,-0.482707,11.5733,
TD5997,0.060016,24.682,5,1.42857,0.298092,0.47496,1.14014,0.405803,-0.211049,12.5608,
TD5998,0.060074,24.2247,5,1.42857,0.292569,0.475132,1.14679,0.409791,-0.196801,12.3345,
TD5999,0.059939,23.784,5,1.42857,0.287246,0.474914,1.15307,0.413443,-0.183263,12.116,
TD6000,0.060008,23.3634,5,1.42857,0.282167,0.474981,1.15907,0.417043,-0.170617,11.9074,
TD6001,0.060085,22.9617,5,1.42857,0.277316,0.474949,1.16486,0.42041,-0.158625,11.7083,
TD6002,0.060054,23.2468,6.42857,1.42857,0.58117,0.52499,0.358357,0.266563,-0.353351,11.6683,
TD6003,0.059972,24.746,5,0.428571,0.298864,0.55011,1.43593,0.346483,-0.3158,12.6226,
TD6004,0.060078,24.3053,5,0.428571,0.293542,0.549902,1.44357,0.351663,-0.292172,12.4059,
TD6005,0.06,23.8846,5,0.428571,0.288462,0.55,1.45071,0.356731,-0.270192,12.1985,
TD6006,0.059936,23.4827,5,0.428571,0.283607,0.550009,1.45743,0.361694,-0.249575,12.0002,
TD6007,0.060071,23.0984,5,0.428571,0.278966,0.549935,1.46379,0.366189,-0.230426,11.8103,
TD6008,0.060029,22.7306,5,0.428571,0.274524,0.549963,1.46986,0.370791,-0.212299,11.6285,
TD6009,0.059839,24.0964,6.42857,1.42857,0.60241,0.549799,0.344071,0.248996,-0.362651,12.0968,
TD6010,0.059977,23.0681,6.42857,1.42857,0.576701,0.549789,0.404143,0.264129,-0.363322,11.609,
TD6011,0.0599,24.7164,6.42857,0.428571,0.298507,0.574925,1.17021,0.399602,-0.633632,12.4979,
TD6012,0.060015,23.7385,6.42857,0.428571,0.286697,0.574924,1.18879,0.411124,-0.596139,12.0256,
TD6013,0.060007,22.9321,6.42857,0.428571,0.276957,0.574963,1.20357,0.420606,-0.565547,11.6348,
TD6014,0.059839,24.0964,6.42857,1.42857,0.401606,0.6249,0.806929,0.36988,-0.315663,12.2976,
TD6015,0.059977,23.0681,6.42857,1.42857,0.384468,0.62476,0.824571,0.383314,-0.289504,11.7939,
TD6016,0.060054,23.2468,5,1.42857,0.387447,0.624952,1.02893,0.355676,-0.029446,11.9353,
TD6017,0.059839,24.0964,6.42857,1.42857,0.60241,0.649799,0.488357,0.228514,-0.391968,12.2032,
TD6018,0.059977,23.0681,6.42857,1.42857,0.576701,0.64975,0.541929,0.24529,-0.374856,11.717,
TD6019,0.060051,24.2152,3,0.666667,0.292455,0.44999,0.802233,0.412946,-2.20121,11.3839,
TD6020,0.060088,23.8433,3,0.666667,0.287963,0.44999,0.8075,0.416011,-2.16894,11.2261,
TD6021,0.059947,23.4871,3,0.666667,0.283661,0.450076,0.812433,0.419062,-2.13767,11.0743,
TD6022,0.060007,23.1457,3,0.666667,0.279538,0.450056,0.8171,0.421916,-2.10716,10.9283,
TD6023,0.059986,22.5082,3,0.666667,0.271838,0.449982,0.825633,0.42751,-2.04966,10.6546,
TD6024,0.060051,24.2152,2.33333,0.2,0.19497,0.525054,1.32217,0.409242,-1.53441,12.2351,
TD6025,0.060088,23.8433,2.33333,0.2,0.191975,0.525053,1.32403,0.412171,-1.48071,12.057,
TD6026,0.059947,23.4871,2.33333,0.2,0.189107,0.524962,1.32577,0.414902,-1.43041,11.8862,
TD6027,0.060007,23.1457,2.33333,0.2,0.186359,0.524972,1.32747,0.417443,-1.38297,11.7221,
TD6028,0.059986,22.5082,2.33333,0.2,0.181225,0.525009,1.33057,0.422254,-1.29648,11.4152,
TD6029,0.060051,24.2152,3,0.666667,0.19497,0.525054,0.9146,0.493663,-1.77384,11.923,
TD6030,0.060088,23.8433,3,0.666667,0.191975,0.525053,0.916267,0.496065,-1.74122,11.7491,
TD6031,0.059947,23.4871,3,0.666667,0.189107,0.524962,0.917867,0.498298,-1.70991,11.5823,
TD6032,0.060007,23.1457,3,0.666667,0.186359,0.524972,0.919367,0.500373,-1.68021,11.4223,
TD6033,0.059986,22.5082,3,0.666667,0.181225,0.525009,0.922167,0.504349,-1.62468,11.1232,
TD6034,0.060051,24.2152,3,0.2,0.19497,0.55001,1.11557,0.454475,-2.91772,11.6077,
TD6035,0.060088,23.8433,3,0.2,0.191975,0.55001,1.1182,0.457477,-2.866,11.4427,
TD6036,0.059947,23.4871,3,0.2,0.189107,0.550113,1.12067,0.460098,-2.81676,11.2844,
TD6037,0.060007,23.1457,3,0.2,0.186359,0.549944,1.123,0.462728,-2.76947,11.1321,
TD6038,0.059986,22.5082,3,0.2,0.181225,0.550018,1.12733,0.467742,-2.68177,10.8472,
TD6039,0.060051,24.2152,3,0.2,0.292455,0.574966,1.02273,0.373757,-2.88984,11.4574,
TD6040,0.060088,23.8433,3,0.2,0.287963,0.574966,1.02813,0.378,-2.83874,11.3031,
TD6041,0.059947,23.4871,3,0.2,0.283661,0.575076,1.03317,0.381808,-2.78971,11.1545,
TD6042,0.060007,23.1457,3,0.2,0.279538,0.574916,1.0379,0.385762,-2.74264,11.0114,
TD6043,0.059986,22.5082,3,0.2,0.271838,0.575027,1.04647,0.392896,-2.65422,10.7423,
TD6044,0.060051,24.2152,3,0.666667,0.19497,0.574966,0.915733,0.496783,-1.51608,12.0741,
TD6045,0.060088,23.8433,3,0.666667,0.191975,0.574966,0.917067,0.499136,-1.48666,11.8973,
TD6046,0.059947,23.4871,3,0.666667,0.189107,0.575076,0.918333,0.501324,-1.45859,11.7277,
TD6047,0.060007,23.1457,3,0.666667,0.186359,0.574916,0.919533,0.503541,-1.43179,11.565,
TD6048,0.059986,22.5082,3,0.666667,0.181225,0.575027,0.921733,0.507611,-1.38202,11.261,
TD6049,0.060128,22.5479,2.33333,0.666633,0.375799,0.650132,0.9713,0.337843,-0.481398,11.5693,
TD6050,0.060051,24.2152,5,1.42857,0.292455,0.474946,1.14693,0.409826,-0.19653,12.3299,
TD6051,0.060088,23.8433,5,1.42857,0.287963,0.474947,1.15229,0.412939,-0.185064,12.1455,
TD6052,0.059947,23.4871,5,1.42857,0.283661,0.475038,1.15736,0.416036,-0.174168,11.969,
TD6053,0.060007,23.1457,5,1.42857,0.279538,0.475028,1.16221,0.418934,-0.163996,11.7995,
TD6054,0.060051,24.2152,6.42857,0.428571,0.292455,0.574966,1.17986,0.405537,-0.61435,12.256,
TD6055,0.060088,23.8433,6.42857,0.428571,0.287963,0.574966,1.18686,0.409868,-0.600115,12.0762,
TD6056,0.059947,23.4871,6.42857,0.428571,0.283661,0.575076,1.19343,0.413956,-0.586611,11.9039,
TD6057,0.060007,23.1457,6.42857,0.428571,0.279538,0.574916,1.19971,0.418002,-0.573612,11.7385,
TD6058,0.060016,24.682,6.42857,0.464286,0.208665,0.552067,1.28193,0.484499,-0.569356,12.5147,
TD6059,0.060074,24.2247,6.42857,0.464286,0.204798,0.55198,1.28721,0.488395,-0.55393,12.2908,
TD6060,0.059939,23.784,6.42857,0.464286,0.201072,0.552087,1.29221,0.492149,-0.539065,12.0749,
TD6061,0.060008,23.3634,6.42857,0.464286,0.197517,0.551919,1.29707,0.495485,-0.525207,11.8687,
TD6062,0.060085,22.9617,6.42857,0.464286,0.194121,0.552043,1.30171,0.498798,-0.511925,11.6717,
TD6063,0.060016,24.682,6.42857,1.46429,0.308029,0.601948,0.888286,0.444754,-0.269277,12.6021,
TD6064,0.060074,24.2247,6.42857,1.46429,0.302321,0.602106,0.893071,0.449386,-0.259021,12.3762,
TD6065,0.059939,23.784,6.42857,1.46429,0.296821,0.602068,0.897643,0.453849,-0.24933,12.1586,
TD6066,0.060008,23.3634,6.42857,1.46429,0.291573,0.601956,0.902,0.458051,-0.24003,11.9505,
TD6067,0.060085,22.9617,6.42857,1.46429,0.286559,0.60196,0.906143,0.462193,-0.231281,11.7519,
TD6068,0.0599,24.7164,6.42857,1.46429,0.208955,0.627065,0.955714,0.531144,-0.151642,12.6605,
TD6069,0.060015,23.7385,6.42857,1.46429,0.200688,0.627102,0.961357,0.538226,-0.135321,12.1737,
TD6070,0.060007,22.9321,6.42857,1.46429,0.19387,0.627031,0.966071,0.543944,-0.122046,11.772,
TD6071,0.0599,24.7164,5.29412,1.20588,0.308458,0.477015,0.85,0.431841,-0.64,12.4012,
TD6072,0.060015,23.7385,5.29412,1.20588,0.296254,0.477064,0.864588,0.44094,-0.607989,11.9312,
TD6073,0.060007,22.9321,5.29412,1.20588,0.286189,0.477105,0.876176,0.448671,-0.581425,11.5427,
TD6074,0.059972,24.746,5.29412,1.20588,0.308826,0.602112,0.883765,0.440725,-0.427774,12.5979,
TD6075,0.060078,24.3053,5.29412,1.20588,0.303327,0.601957,0.887765,0.445205,-0.41409,12.3818,
TD6076,0.06,23.8846,5.29412,1.20588,0.298077,0.601923,0.891471,0.449615,-0.401346,12.1756,
TD6077,0.059936,23.4827,5.29412,1.20588,0.293061,0.602004,0.895059,0.453583,-0.389109,11.9783,
TD6078,0.060071,23.0984,5.29412,1.20588,0.288265,0.602009,0.898412,0.45769,-0.377534,11.7895,
TD6079,0.060029,22.7306,5.29412,1.20588,0.283675,0.60194,0.901647,0.461384,-0.366581,11.6087,
TD6080,0.0599,24.7164,4.73684,1.07895,0.208955,0.45194,0.948105,0.505274,-0.79403,12.3783,
TD6081,0.060015,23.7385,4.73684,1.07895,0.200688,0.452026,0.955895,0.51185,-0.754396,11.906,
TD6082,0.060007,22.9321,4.73684,1.07895,0.19387,0.451994,0.962211,0.517356,-0.72212,11.5159,
TD6083,0.0599,24.7164,4.73684,0.342105,0.208955,0.526965,1.22621,0.46607,-1.22308,12.3296,
TD6084,0.060015,23.7385,4.73684,0.342105,0.200688,0.52695,1.23632,0.474962,-1.16132,11.8647,
TD6085,0.060007,22.9321,4.73684,0.342105,0.19387,0.526957,1.24447,0.482275,-1.11115,11.4801,
TD6086,0.060016,24.682,4.73684,1.07895,0.208665,0.576908,0.942,0.520866,-0.490859,12.5541,
TD6087,0.060074,24.2247,4.73684,1.07895,0.204798,0.577141,0.944263,0.524088,-0.476302,12.329,
TD6088,0.059939,23.784,4.73684,1.07895,0.201072,0.576982,0.946474,0.527193,-0.462466,12.112,
TD6089,0.060008,23.3634,4.73684,1.07895,0.197517,0.576938,0.948579,0.530098,-0.44921,11.9048,
TD6090,0.060085,22.9617,4.73684,1.07895,0.194121,0.577001,0.950579,0.533001,-0.436864,11.707,
TD6091,0.059972,24.746,4.09091,0.295455,0.308826,0.577007,1.07618,0.38434,-1.53078,12.2204,
TD6092,0.060078,24.3053,4.09091,0.295455,0.303327,0.576908,1.08327,0.389628,-1.49452,12.02,
TD6093,0.06,23.8846,4.09091,0.295455,0.298077,0.576923,1.08982,0.394808,-1.45981,11.8279,
TD6094,0.059936,23.4827,4.09091,0.295455,0.293061,0.577047,1.09596,0.399697,-1.42692,11.6438,
TD6095,0.060071,23.0984,4.09091,0.295455,0.288265,0.576902,1.10173,0.404501,-1.39539,11.4674,
TD6096,0.060029,22.7306,4.09091,0.295455,0.283675,0.57705,1.10709,0.409041,-1.36548,11.298,
TD6097,0.06015,22.5564,3.18182,0.931773,0.394737,0.65188,0.974636,0.341353,-0.166165,11.5977,
TD6098,0.059972,24.746,3.75,0.270833,0.209205,0.552102,1.16258,0.468619,-1.7906,12.221,
TD6099,0.060078,24.3053,3.75,0.270833,0.205479,0.552055,1.16604,0.472211,-1.75069,12.0155,
TD6100,0.06,23.8846,3.75,0.270833,0.201923,0.551923,1.16929,0.475769,-1.71269,11.8192,
TD6101,0.059936,23.4827,3.75,0.270833,0.198525,0.5519,1.17242,0.479297,-1.67669,11.6313,
TD6102,0.060071,23.0984,3.75,0.270833,0.195276,0.551981,1.17533,0.482611,-1.64237,11.4514,
TD6103,0.060029,22.7306,3.75,0.270833,0.192167,0.551977,1.17813,0.485725,-1.60981,11.2789,
TD6104,0.0599,24.7164,3.33333,0.759259,0.308458,0.45194,0.79863,0.411343,-1.76975,11.838,
TD6105,0.060015,23.7385,3.33333,0.759259,0.296254,0.452026,0.813185,0.420107,-1.69973,11.4084,
TD6106,0.060007,22.9321,3.33333,0.759259,0.286189,0.451994,0.824667,0.427437,-1.64051,11.0517,
TD6107,0.060016,24.682,3.33333,0.759259,0.308029,0.501987,0.829556,0.416137,-1.61407,12.0288,
TD6108,0.060074,24.2247,3.33333,0.759259,0.302321,0.502048,0.835037,0.420324,-1.57948,11.8227,
TD6109,0.059939,23.784,3.33333,0.759259,0.296821,0.501915,0.840148,0.424358,-1.54615,11.6233,
TD6110,0.060008,23.3634,3.33333,0.759259,0.291573,0.502069,0.844963,0.428141,-1.5143,11.4325,
TD6111,0.060085,22.9617,3.33333,0.759259,0.286559,0.501941,0.849444,0.431873,-1.48364,11.2496,
TD6112,0.06,22.5818,3.33333,0.759259,0.281818,0.502,0.853667,0.435455,-1.45454,11.0765,
TD6113,0.060016,24.682,3.33333,0.759259,0.208665,0.527027,0.913667,0.494833,-1.38831,12.2687,
TD6114,0.060074,24.2247,3.33333,0.759259,0.204798,0.527014,0.915926,0.497952,-1.35596,12.0519,
