Data_description,
Input5,Base Distance For Rake Angle Measurement,
Input7,Wheel Diameter,
Input8,Profile Angle,
Input11,Rake Angle,
Input12,Circular Land,
Input13,Small Core Diameter,
Output0,Wheel Setting Angle,
Output1,Minimum Wheel Width,
Output2,Wheel Displacement,
Output3,Distance Between Axes,
Data begin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD234,0.060079,21.198157,3.000000,0.200000,0.221881,0.599932,1.093667,0.449565,-2.157535,10.404677,
TD235,0.060013,20.590186,3.000000,0.200000,0.215517,0.599967,1.098200,0.455405,-2.080405,10.127984,
TD236,0.059987,20.300752,3.000000,0.200000,0.212488,0.600033,1.100267,0.458156,-2.043969,9.995750,
TD237,0.059981,20.025798,3.000000,0.200000,0.209610,0.599968,1.102267,0.460819,-2.009513,9.870042,
TD238,0.059975,19.758193,3.000000,0.200000,0.206809,0.600064,1.104167,0.463411,-1.976297,9.747375,
TD239,0.059978,19.500707,3.000000,0.200000,0.204114,0.599937,1.106000,0.465850,-1.944261,9.629298,
TD240,0.059991,19.252829,3.000000,0.200000,0.201519,0.599907,1.107733,0.468144,-1.913657,9.515424,
TD241,0.060051,18.786870,3.000000,0.200000,0.196642,0.600061,1.110967,0.472697,-1.856451,9.300862,
TD242,0.059940,18.565022,3.000000,0.200000,0.194320,0.600000,1.112500,0.474738,-1.829447,9.198505,
TD243,0.059988,18.351064,3.000000,0.200000,0.192080,0.600030,1.113967,0.476803,-1.803339,9.099734,
TD244,0.059954,17.942791,3.000000,0.200000,0.187807,0.599971,1.116767,0.480641,-1.754117,8.910864,
TD245,0.060026,17.750464,3.000000,0.200000,0.185794,0.599971,1.118067,0.482492,-1.731028,8.821781,
TD246,0.059955,17.562217,3.000000,0.200000,0.183824,0.599972,1.119333,0.484304,-1.708569,8.734304,
TD247,0.059989,17.206983,3.000000,0.200000,0.180105,0.600028,1.121700,0.487670,-1.666390,8.569410,
TD248,0.059953,17.039374,3.000000,0.200000,0.178351,0.599945,1.122833,0.489368,-1.646454,8.491425,
TD249,0.060054,16.875000,3.000000,0.200000,0.176630,0.600000,1.123933,0.490897,-1.627038,8.414946,
TD250,0.060016,16.564417,3.000000,0.200000,0.173380,0.600027,1.126000,0.493865,-1.590557,8.270339,
TD251,0.060005,16.415543,3.000000,0.200000,0.171821,0.600053,1.127000,0.495242,-1.573222,8.200767,
TD252,0.060008,16.131965,3.000000,0.200000,0.168853,0.600078,1.128867,0.497987,-1.540200,8.068450,
TD253,0.060021,15.996909,3.000000,0.200000,0.167439,0.600077,1.129767,0.499227,-1.524601,8.005281,
TD254,0.060061,15.737456,3.000000,0.200000,0.164724,0.599975,1.131467,0.501647,-1.494678,7.883933,
TD255,0.059970,15.614785,3.000000,0.200000,0.163440,0.600075,1.132300,0.502892,-1.480639,7.826502,
TD256,0.060054,15.378900,3.000000,0.200000,0.160971,0.600050,1.133833,0.505077,-1.453690,7.715948,
TD257,0.060044,15.157432,3.000000,0.200000,0.158653,0.600073,1.135300,0.507200,-1.428362,7.612033,
TD258,0.059985,15.050897,3.000000,0.200000,0.157538,0.599976,1.136000,0.508119,-1.416384,7.562046,
TD259,0.060012,14.847579,3.000000,0.200000,0.155409,0.600000,1.137333,0.509982,-1.393305,7.466467,
TD260,0.059955,14.658326,3.000000,0.200000,0.153429,0.600024,1.138600,0.511861,-1.372005,7.377552,
TD261,0.060037,14.478900,3.000000,0.200000,0.151550,0.600023,1.139800,0.513523,-1.351947,7.293192,
TD262,0.060023,14.308756,3.000000,0.200000,0.149770,0.600000,1.140900,0.515092,-1.332949,7.213018,
TD263,0.060043,14.150621,3.000000,0.200000,0.148114,0.599977,1.141967,0.516577,-1.315256,7.138544,
TD264,0.059971,14.000676,3.000000,0.200000,0.146545,0.600045,1.142967,0.517980,-1.298613,7.067862,
TD265,0.060031,13.858514,3.000000,0.200000,0.145057,0.599978,1.143900,0.519304,-1.282973,7.000781,
TD266,0.059956,13.663366,3.000000,0.200000,0.143014,0.600000,1.145200,0.521122,-1.261386,6.908691,
TD267,0.059972,13.542689,3.000000,0.200000,0.141751,0.599935,1.146000,0.522190,-1.248174,6.851706,
TD268,0.059989,13.376414,3.000000,0.200000,0.140011,0.600000,1.147133,0.523748,-1.229941,6.773075,
TD269,0.059962,13.274904,3.000000,0.200000,0.138948,0.600043,1.147800,0.524690,-1.218897,6.725096,
TD270,0.059962,13.134518,3.000000,0.200000,0.137479,0.600042,1.148767,0.526015,-1.203574,6.658735,
TD271,0.060040,12.968571,3.000000,0.200000,0.135742,0.599979,1.149900,0.527514,-1.185653,6.580140,
TD272,0.059957,12.861137,3.000000,0.200000,0.134617,0.599979,1.150633,0.528529,-1.173967,6.529253,
TD273,0.059994,12.737155,3.000000,0.200000,0.133320,0.600041,1.151467,0.529689,-1.160599,6.470516,
TD274,0.060016,12.591241,3.000000,0.200000,0.131792,0.599959,1.152467,0.530921,-1.144972,6.401358,
TD275,0.059982,12.478650,3.000000,0.200000,0.130614,0.600020,1.153233,0.532000,-1.132824,6.348036,
TD276,0.059958,23.745919,3.000000,0.200000,0.385871,0.599881,0.906833,0.303057,-2.732265,11.048679,
TD277,0.059994,22.427810,3.000000,0.200000,0.364452,0.599944,0.942567,0.321278,-2.582282,10.547519,
TD278,0.060054,21.447721,3.000000,0.200000,0.348525,0.600000,0.966100,0.335121,-2.460590,10.161930,
TD279,0.059947,21.220159,3.000000,0.200000,0.344828,0.600000,0.971200,0.338196,-2.431300,10.070822,
TD280,0.059934,20.402958,3.000000,0.200000,0.331548,0.599847,0.988800,0.349656,-2.324152,9.740372,
TD281,0.060109,19.870840,3.000000,0.200000,0.322901,0.600099,0.999600,0.357427,-2.252856,9.521858,
TD282,0.060034,19.365771,3.000000,0.200000,0.314694,0.600097,1.009300,0.364561,-2.184701,9.312031,
TD283,0.059976,18.890201,3.000000,0.200000,0.306966,0.600000,1.018067,0.371192,-2.120189,9.112397,
TD284,0.059935,18.441678,3.000000,0.200000,0.299677,0.600046,1.026000,0.377593,-2.058783,8.922545,
TD285,0.059910,18.018018,3.000000,0.200000,0.292793,0.600000,1.033233,0.383784,-2.000901,8.741892,
TD286,0.059899,17.617265,3.000000,0.200000,0.286281,0.599868,1.039867,0.389562,-1.946047,8.569698,
TD287,0.059901,17.237664,3.000000,0.200000,0.280112,0.599871,1.045967,0.394958,-1.894204,8.405732,
TD288,0.059916,16.877637,3.000000,0.200000,0.274262,0.600000,1.051600,0.400211,-1.845148,8.249156,
TD289,0.059942,16.535759,3.000000,0.200000,0.268706,0.600041,1.056800,0.405126,-1.798677,8.099835,
TD290,0.059980,16.210740,3.000000,0.200000,0.263425,0.600000,1.061633,0.409929,-1.754610,7.957042,
TD291,0.060016,15.898251,3.000000,0.200000,0.258347,0.599960,1.066133,0.414348,-1.712440,7.819157,
TD292,0.060074,15.603667,3.000000,0.200000,0.253560,0.599961,1.070333,0.418763,-1.672908,7.688707,
TD293,0.059939,15.319801,3.000000,0.200000,0.248947,0.599962,1.074300,0.422827,-1.635006,7.562428,
TD294,0.060008,15.048909,3.000000,0.200000,0.244545,0.599887,1.078000,0.426637,-1.598947,7.441497,
TD295,0.060085,14.790165,3.000000,0.200000,0.240340,0.599926,1.081467,0.430394,-1.564615,7.325753,
TD296,0.060000,14.545455,3.000000,0.200000,0.236364,0.600000,1.084767,0.434182,-1.532182,7.216000,
TD297,0.059918,14.308710,3.000000,0.200000,0.232517,0.600072,1.087867,0.437489,-1.501163,7.109462,
TD298,0.060025,14.082028,3.000000,0.200000,0.228833,0.600070,1.090800,0.440767,-1.471572,7.007217,
TD299,0.059955,13.862416,3.000000,0.200000,0.225264,0.599896,1.093600,0.443944,-1.443077,6.907642,
TD300,0.060079,13.654207,3.000000,0.200000,0.221881,0.599932,1.096267,0.447005,-1.416112,6.813279,
TD301,0.060013,13.262599,3.000000,0.200000,0.215517,0.599967,1.101167,0.452752,-1.365716,6.635279,
TD302,0.059987,13.076169,3.000000,0.200000,0.212488,0.600033,1.103467,0.455378,-1.342105,6.550180,
TD303,0.059981,12.899065,3.000000,0.200000,0.209610,0.599968,1.105667,0.457917,-1.319574,6.469365,
TD304,0.059975,12.726694,3.000000,0.200000,0.206809,0.600064,1.107767,0.460388,-1.297805,6.390391,
TD305,0.059978,12.560842,3.000000,0.200000,0.204114,0.599937,1.109767,0.462710,-1.276810,6.314335,
TD306,0.059991,12.401178,3.000000,0.200000,0.201519,0.599907,1.111700,0.465044,-1.256859,6.241048,
TD307,0.060051,12.101044,3.000000,0.200000,0.196642,0.600061,1.115333,0.469520,-1.219483,6.103010,
TD308,0.059940,11.958146,3.000000,0.200000,0.194320,0.600000,1.117033,0.471599,-1.201794,6.037070,
TD309,0.059988,11.820331,3.000000,0.200000,0.192080,0.600030,1.118667,0.473552,-1.184693,5.973552,
TD310,0.059954,11.557353,3.000000,0.200000,0.187807,0.599971,1.121767,0.477174,-1.152413,5.851921,
TD311,0.060026,11.433471,3.000000,0.200000,0.185794,0.599971,1.123267,0.479062,-1.137345,5.794626,
TD312,0.059955,11.312217,3.000000,0.200000,0.183824,0.599972,1.124667,0.480769,-1.122596,5.738264,
TD313,0.059989,11.083403,3.000000,0.200000,0.180105,0.600028,1.127367,0.484068,-1.094902,5.632170,
TD314,0.059953,10.975442,3.000000,0.200000,0.178351,0.599945,1.128667,0.485663,-1.081904,5.581973,
TD315,0.060054,10.869565,3.000000,0.200000,0.176630,0.600000,1.129900,0.487092,-1.069158,5.532745,
TD316,0.060016,10.669512,3.000000,0.200000,0.173380,0.600027,1.132267,0.489997,-1.045345,5.439584,
TD317,0.060005,10.573619,3.000000,0.200000,0.171821,0.600053,1.133400,0.491277,-1.033836,5.394925,
TD318,0.060008,10.390960,3.000000,0.200000,0.168853,0.600078,1.135533,0.493960,-1.012209,5.309651,
TD319,0.060021,10.303967,3.000000,0.200000,0.167439,0.600077,1.136567,0.495234,-1.002061,5.268934,
TD320,0.060061,10.136847,3.000000,0.200000,0.164724,0.599975,1.138533,0.497466,-0.982387,5.190826,
TD321,0.059970,10.057833,3.000000,0.200000,0.163440,0.600075,1.139467,0.498617,-0.973095,5.153885,
TD322,0.060054,9.905894,3.000000,0.200000,0.160971,0.600050,1.141267,0.500743,-0.955423,5.082714,
TD323,0.060044,9.763241,3.000000,0.200000,0.158653,0.600073,1.142967,0.502807,-0.938858,5.015865,
TD324,0.059985,9.694619,3.000000,0.200000,0.157538,0.599976,1.143767,0.503757,-0.930926,4.983640,
TD325,0.060012,9.563658,3.000000,0.200000,0.155409,0.600000,1.145333,0.505559,-0.915840,4.922056,
TD326,0.059955,9.441756,3.000000,0.200000,0.153429,0.600024,1.146800,0.507258,-0.901806,4.864865,
TD327,0.060037,9.326183,3.000000,0.200000,0.151550,0.600023,1.148167,0.508976,-0.888552,4.810445,
TD328,0.060023,9.216590,3.000000,0.200000,0.149770,0.600000,1.149500,0.510484,-0.876152,4.758871,
TD329,0.060043,9.114732,3.000000,0.200000,0.148114,0.599977,1.150733,0.511906,-0.864532,4.710949,
TD330,0.059971,9.018149,3.000000,0.200000,0.146545,0.600045,1.151900,0.513245,-0.853568,4.665427,
TD331,0.060031,8.926579,3.000000,0.200000,0.145057,0.599978,1.153000,0.514394,-0.843227,4.622183,
TD332,0.059956,8.800880,3.000000,0.200000,0.143014,0.600000,1.154533,0.516172,-0.829153,4.562926,
TD333,0.059972,8.723149,3.000000,0.200000,0.141751,0.599935,1.155500,0.517283,-0.820412,4.526115,
TD334,0.059989,8.616047,3.000000,0.200000,0.140011,0.600000,1.156800,0.518686,-0.808401,4.475606,
TD335,0.059962,8.550663,3.000000,0.200000,0.138948,0.600043,1.157633,0.519667,-0.801090,4.444634,
TD336,0.059962,8.460237,3.000000,0.200000,0.137479,0.600042,1.158767,0.520939,-0.791032,4.401861,
TD337,0.060040,8.353347,3.000000,0.200000,0.135742,0.599979,1.160100,0.522293,-0.779263,4.351258,
TD338,0.059957,8.284146,3.000000,0.200000,0.134617,0.599979,1.160967,0.523247,-0.771565,4.318525,
TD339,0.059994,8.204287,3.000000,0.200000,0.133320,0.600041,1.161967,0.524356,-0.762794,4.280689,
TD340,0.060016,8.110300,3.000000,0.200000,0.131792,0.599959,1.163167,0.525649,-0.752433,4.236111,
TD341,0.059982,8.037778,3.000000,0.200000,0.130614,0.600020,1.164100,0.526675,-0.744499,4.201748,
TD342,0.060054,16.085791,3.000000,0.200000,0.348525,0.600000,0.963400,0.335389,-1.866488,7.699464,
TD343,0.059947,15.915119,3.000000,0.200000,0.344828,0.600000,0.968567,0.338462,-1.844562,7.631034,
TD344,0.059934,15.302219,3.000000,0.200000,0.331548,0.599847,0.986433,0.349656,-1.764346,7.382811,
TD345,0.060109,14.903130,3.000000,0.200000,0.322901,0.600099,0.997467,0.357178,-1.711128,7.218828,
TD346,0.060034,14.524328,3.000000,0.200000,0.314694,0.600097,1.007367,0.364319,-1.659889,7.061244,
TD347,0.059976,14.167651,3.000000,0.200000,0.306966,0.600000,1.016367,0.370720,-1.611334,6.911688,
TD348,0.059935,13.831259,3.000000,0.200000,0.299677,0.600046,1.024567,0.377132,-1.565237,6.769249,
TD349,0.059910,13.513514,3.000000,0.200000,0.292793,0.600000,1.032033,0.383108,-1.521847,6.633559,
TD350,0.059899,13.212949,3.000000,0.200000,0.286281,0.599868,1.038900,0.388681,-1.480511,6.504514,
TD351,0.059901,12.928248,3.000000,0.200000,0.280112,0.599871,1.045233,0.394096,-1.441500,6.381599,
TD352,0.059916,12.658228,3.000000,0.200000,0.274262,0.600000,1.051067,0.399156,-1.404430,6.264135,
TD353,0.059942,12.401819,3.000000,0.200000,0.268706,0.600041,1.056500,0.404093,-1.369368,6.152129,
TD354,0.059980,12.158055,3.000000,0.200000,0.263425,0.600000,1.061567,0.408713,-1.336170,6.045187,
TD355,0.060016,11.923688,3.000000,0.200000,0.258347,0.599960,1.066300,0.413156,-1.304452,5.941773,
TD356,0.060074,11.702750,3.000000,0.200000,0.253560,0.599961,1.070733,0.417398,-1.274429,5.844158,
TD357,0.059939,11.489851,3.000000,0.200000,0.248947,0.599962,1.074900,0.421295,-1.245691,5.749521,
TD358,0.060008,11.286682,3.000000,0.200000,0.244545,0.599887,1.078800,0.425132,-1.218585,5.658766,
TD359,0.060085,11.092623,3.000000,0.200000,0.240340,0.599926,1.082500,0.428730,-1.192642,5.572010,
TD360,0.060000,10.909091,3.000000,0.200000,0.236364,0.600000,1.085967,0.432364,-1.168182,5.489818,
TD361,0.059918,10.731533,3.000000,0.200000,0.232517,0.600072,1.089267,0.435700,-1.144518,5.409945,
TD362,0.060025,10.561521,3.000000,0.200000,0.228833,0.600070,1.092400,0.438831,-1.122162,5.333216,
TD363,0.059955,10.396812,3.000000,0.200000,0.225264,0.599896,1.095400,0.441864,-1.100503,5.258707,
TD364,0.060079,10.240655,3.000000,0.200000,0.221881,0.599932,1.098233,0.444956,-1.080218,5.187916,
TD365,0.060013,9.946950,3.000000,0.200000,0.215517,0.599967,1.103500,0.450597,-1.041943,5.054377,
TD366,0.059987,9.807127,3.000000,0.200000,0.212488,0.600033,1.105967,0.453089,-1.023864,4.990683,
TD367,0.059981,9.674299,3.000000,0.200000,0.209610,0.599968,1.108333,0.455659,-1.006772,4.930023,
TD368,0.059975,9.545021,3.000000,0.200000,0.206809,0.600064,1.110600,0.458161,-0.990296,4.870824,
TD369,0.059978,9.420631,3.000000,0.200000,0.204114,0.599937,1.112767,0.460355,-0.974407,4.813786,
TD370,0.059991,9.300884,3.000000,0.200000,0.201519,0.599907,1.114867,0.462564,-0.959231,4.758952,
TD371,0.060051,9.075783,3.000000,0.200000,0.196642,0.600061,1.118800,0.466949,-0.930873,4.655423,
TD372,0.059940,8.968610,3.000000,0.200000,0.194320,0.600000,1.120633,0.468909,-0.917339,4.606129,
TD373,0.059988,8.865248,3.000000,0.200000,0.192080,0.600030,1.122433,0.470892,-0.904403,4.558363,
TD374,0.059954,8.668015,3.000000,0.200000,0.187807,0.599971,1.125833,0.474429,-0.879948,4.467206,
TD375,0.060026,8.575104,3.000000,0.200000,0.185794,0.599971,1.127433,0.476204,-0.868372,4.424182,
TD376,0.059955,8.484163,3.000000,0.200000,0.183824,0.599972,1.129000,0.477941,-0.857183,4.382070,
TD377,0.059989,8.312552,3.000000,0.200000,0.180105,0.600028,1.131933,0.481020,-0.836104,4.302438,
TD378,0.059953,8.231582,3.000000,0.200000,0.178351,0.599945,1.133367,0.482645,-0.826176,4.264920,
TD379,0.060054,8.152174,3.000000,0.200000,0.176630,0.600000,1.134733,0.484103,-0.816576,4.227853,
TD380,0.060016,8.002134,3.000000,0.200000,0.173380,0.600027,1.137333,0.486930,-0.798346,4.158042,
TD381,0.060005,7.930214,3.000000,0.200000,0.171821,0.600053,1.138567,0.488237,-0.789585,4.124637,
TD382,0.060008,7.793220,3.000000,0.200000,0.168853,0.600078,1.140933,0.490713,-0.773087,4.060657,
TD383,0.060021,7.727975,3.000000,0.200000,0.167439,0.600077,1.142067,0.492014,-0.765327,4.030139,
TD384,0.060061,7.602636,3.000000,0.200000,0.164724,0.599975,1.144233,0.494171,-0.750380,3.971617,
TD385,0.059970,7.543374,3.000000,0.200000,0.163440,0.600075,1.145300,0.495348,-0.743274,3.943802,
TD386,0.060054,7.429421,3.000000,0.200000,0.160971,0.600050,1.147267,0.497400,-0.729817,3.890540,
TD387,0.060044,7.322431,3.000000,0.200000,0.158653,0.600073,1.149167,0.499390,-0.717232,3.840371,
TD388,0.059985,7.270965,3.000000,0.200000,0.157538,0.599976,1.150067,0.500364,-0.711100,3.816166,
TD389,0.060012,7.172744,3.000000,0.200000,0.155409,0.600000,1.151800,0.502092,-0.699582,3.769994,
TD390,0.059955,7.081317,3.000000,0.200000,0.153429,0.600024,1.153433,0.503836,-0.688894,3.727133,
TD391,0.060037,6.994637,3.000000,0.200000,0.151550,0.600023,1.155000,0.505363,-0.678830,3.686407,
TD392,0.060023,6.912442,3.000000,0.200000,0.149770,0.600000,1.156467,0.506797,-0.669355,3.647696,
TD393,0.060043,6.836049,3.000000,0.200000,0.148114,0.599977,1.157833,0.508260,-0.660476,3.611712,
TD394,0.059971,6.763612,3.000000,0.200000,0.146545,0.600045,1.159167,0.509525,-0.652125,3.577500,
TD395,0.060031,6.694934,3.000000,0.200000,0.145057,0.599978,1.160400,0.510712,-0.644276,3.545079,
TD396,0.059956,6.600660,3.000000,0.200000,0.143014,0.600000,1.162133,0.512321,-0.633443,3.500660,
TD397,0.059972,6.542362,3.000000,0.200000,0.141751,0.599935,1.163200,0.513466,-0.626758,3.473122,
TD398,0.059989,6.462036,3.000000,0.200000,0.140011,0.600000,1.164667,0.514809,-0.617663,3.435110,
TD399,0.059962,6.412997,3.000000,0.200000,0.138948,0.600043,1.165600,0.515712,-0.612121,3.412035,
TD400,0.059962,6.345178,3.000000,0.200000,0.137479,0.600042,1.166867,0.516920,-0.604378,3.379865,
TD401,0.060040,6.265010,3.000000,0.200000,0.135742,0.599979,1.168367,0.518325,-0.595385,3.341965,
TD402,0.059957,6.213110,3.000000,0.200000,0.134617,0.599979,1.169367,0.519312,-0.589521,3.317386,
TD403,0.059994,6.153215,3.000000,0.200000,0.133320,0.600041,1.170500,0.520357,-0.582812,3.288996,
TD404,0.060016,6.082725,3.000000,0.200000,0.131792,0.599959,1.171833,0.521594,-0.574919,3.255576,
TD405,0.059982,6.028333,3.000000,0.200000,0.130614,0.600020,1.172900,0.522556,-0.568874,3.229780,
TD406,0.060093,41.235060,3.000000,0.199967,0.431607,0.599934,0.813033,0.260624,-4.543825,18.509628,
TD407,0.059982,37.063563,3.000000,0.199967,0.387944,0.600119,0.906233,0.299612,-4.215756,17.048642,
TD408,0.060136,33.795918,3.000000,0.200000,0.353741,0.600000,0.961567,0.329796,-3.835374,15.801088,
TD409,0.060005,31.182526,3.000000,0.200000,0.326387,0.600050,0.997633,0.354256,-3.494100,14.748682,
TD410,0.059911,29.066230,3.000000,0.200000,0.304236,0.600047,1.022700,0.374210,-3.207582,13.866136,
TD411,0.060079,27.332746,3.000000,0.200000,0.286092,0.600132,1.040967,0.390845,-2.971171,13.125880,
TD412,0.060088,27.236842,3.000000,0.200000,0.285088,0.600000,1.041900,0.391667,-2.958114,13.084430,
TD413,0.060063,25.901981,3.000000,0.200000,0.271116,0.600000,1.054733,0.404380,-2.777059,12.504275,
TD414,0.059900,24.716418,3.000000,0.200000,0.258706,0.600000,1.065367,0.415721,-2.617711,11.982687,
TD415,0.060015,23.738532,3.000000,0.200000,0.248471,0.599962,1.073700,0.425076,-2.487576,11.548356,
TD416,0.060007,22.932053,3.000000,0.200000,0.240030,0.600074,1.080300,0.432976,-2.381647,11.187592,
TD417,0.060079,22.274032,3.000000,0.200000,0.233142,0.600072,1.085500,0.439204,-2.295911,10.891679,
TD418,0.060060,21.747505,3.000000,0.200000,0.227631,0.600070,1.089567,0.444230,-2.227806,10.653826,
TD419,0.060081,21.079430,3.000000,0.200000,0.220638,0.599966,1.094567,0.450611,-2.142566,10.350645,
TD420,0.059963,20.744947,3.000000,0.200000,0.217137,0.599967,1.097033,0.453984,-2.100050,10.198430,
TD421,0.060013,20.420914,3.000000,0.200000,0.213745,0.599967,1.099400,0.456922,-2.059191,10.050641,
TD422,0.060081,20.113360,3.000000,0.200000,0.210526,0.600000,1.101633,0.459919,-2.020567,9.910121,
TD423,0.059987,19.814933,3.000000,0.200000,0.207403,0.600032,1.103767,0.462668,-1.983248,9.773452,
TD424,0.060072,19.531373,3.000000,0.200000,0.204435,0.599937,1.105767,0.465482,-1.948105,9.643340,
TD425,0.059957,18.996635,3.000000,0.200000,0.198838,0.600031,1.109500,0.470633,-1.882227,9.397522,
TD426,0.060066,18.744340,3.000000,0.200000,0.196197,0.599909,1.111267,0.472985,-1.851343,9.281165,
TD427,0.060042,18.504172,3.000000,0.200000,0.193683,0.599970,1.112933,0.475417,-1.821961,9.170441,
TD428,0.060018,18.270079,3.000000,0.200000,0.191233,0.600029,1.114533,0.477640,-1.793616,9.062224,
TD429,0.060012,18.047079,3.000000,0.200000,0.188899,0.600116,1.116067,0.479802,-1.766638,8.959169,
TD430,0.060006,17.829457,3.000000,0.200000,0.186621,0.600057,1.117533,0.481769,-1.740597,8.858312,
TD431,0.060036,17.421798,3.000000,0.200000,0.182354,0.600084,1.120267,0.485762,-1.691822,8.669238,
TD432,0.060064,17.228464,3.000000,0.200000,0.180330,0.600083,1.121567,0.487585,-1.668886,8.579415,
TD433,0.059962,17.041712,3.000000,0.200000,0.178375,0.600027,1.122833,0.489297,-1.646679,8.492591,
TD434,0.060005,16.861254,3.000000,0.200000,0.176487,0.600054,1.124033,0.491040,-1.625441,8.408634,
TD435,0.059989,16.520351,3.000000,0.200000,0.172918,0.600027,1.126300,0.494280,-1.585528,8.249667,
TD436,0.060055,16.357171,3.000000,0.200000,0.171210,0.600026,1.127367,0.495720,-1.566443,8.173581,
TD437,0.060005,16.201409,3.000000,0.200000,0.169580,0.600052,1.128400,0.497261,-1.548265,8.100835,
TD438,0.060059,15.904725,3.000000,0.200000,0.166475,0.600077,1.130367,0.500064,-1.514022,7.962223,
TD439,0.060033,15.763422,3.000000,0.200000,0.164996,0.599949,1.131300,0.501460,-1.497652,7.896053,
TD440,0.060005,15.494012,3.000000,0.200000,0.162176,0.599925,1.133067,0.503992,-1.466816,7.769835,
TD441,0.060010,15.367483,3.000000,0.200000,0.160851,0.599975,1.133900,0.505197,-1.452363,7.710591,
TD442,0.060034,15.124208,3.000000,0.200000,0.158305,0.599976,1.135500,0.507428,-1.424623,7.596444,
TD443,0.059940,15.009063,3.000000,0.200000,0.157100,0.600000,1.136267,0.508520,-1.411601,7.542356,
TD444,0.060014,14.789236,3.000000,0.200000,0.154799,0.600024,1.137733,0.510598,-1.386759,7.439152,
TD445,0.059943,14.684323,3.000000,0.200000,0.153701,0.600024,1.138433,0.511587,-1.374911,7.389808,
TD446,0.059949,14.485654,3.000000,0.200000,0.151621,0.599953,1.139733,0.513413,-1.352694,7.296361,
TD447,0.059988,14.300518,3.000000,0.200000,0.149683,0.600000,1.140967,0.515141,-1.331952,7.209211,
TD448,0.060048,14.124872,3.000000,0.200000,0.147845,0.600023,1.142133,0.516775,-1.312408,7.126351,
TD449,0.060034,13.962901,3.000000,0.200000,0.146150,0.600000,1.143200,0.518381,-1.294435,7.050028,
TD450,0.060047,13.810742,3.000000,0.200000,0.144557,0.600022,1.144233,0.519738,-1.277660,6.978316,
