CLUSTER,3
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD60,0.060064,13.7552,3,0.2,0.298028,0.599954,1.02643,0.378725,-1.55479,6.73705,
TD61,0.060103,13.4559,3,0.2,0.291545,0.59991,1.03337,0.384167,-1.51379,6.6091,
TD62,0.059947,13.1752,3,0.2,0.285463,0.600132,1.0398,0.389548,-1.47519,6.48836,
TD63,0.060089,12.6502,3,0.2,0.274088,0.600042,1.05123,0.399325,-1.40333,6.2606,
TD64,0.059967,12.4069,3,0.2,0.268817,0.599876,1.0564,0.403846,-1.37014,6.15447,
TD65,0.060065,12.1753,3,0.2,0.263799,0.600041,1.0612,0.408279,-1.33847,6.05276,
TD66,0.059972,11.9546,3,0.2,0.259016,0.60012,1.0657,0.412632,-1.30843,5.95557,
TD67,0.060078,11.7417,3,0.2,0.254403,0.6,1.06993,0.416438,-1.27965,5.86125,
TD68,0.06,11.5385,3,0.2,0.25,0.6,1.07393,0.420385,-1.25231,5.77096,
TD69,0.059936,11.3443,3,0.2,0.245793,0.599924,1.0777,0.424088,-1.22632,5.68444,
TD70,0.060071,11.1586,3,0.2,0.241771,0.599963,1.08123,0.427562,-1.20141,5.60164,
TD71,0.060029,10.981,3,0.2,0.237921,0.599927,1.0846,0.431003,-1.17771,5.52196,
TD72,0.059989,10.8089,3,0.2,0.234192,0.599892,1.0878,0.434156,-1.15493,5.44461,
TD73,0.059955,10.4877,3,0.2,0.227233,0.60007,1.09377,0.440308,-1.11239,5.29977,
TD74,0.059948,10.3359,3,0.2,0.223945,0.6,1.0965,0.443239,-1.09251,5.23118,
TD75,0.059952,10.1902,3,0.2,0.220788,0.600034,1.09917,0.445992,-1.07354,5.16508,
TD76,0.059956,10.0486,3,0.2,0.217719,0.5999,1.10167,0.448501,-1.0551,5.10065,
TD77,0.05998,9.91408,3,0.2,0.214805,0.599967,1.1041,0.451091,-1.03767,5.03949,
TD78,0.060035,9.65717,3,0.2,0.209239,0.600032,1.10863,0.455979,-1.00467,4.9221,
TD79,0.060076,9.53592,3,0.2,0.206612,0.599968,1.11077,0.458201,-0.989193,4.86666,
TD80,0.059969,9.41915,3,0.2,0.204082,0.6,1.1128,0.46044,-0.974254,4.81319,
TD81,0.059933,9.19681,3,0.2,0.199264,0.599939,1.11667,0.464592,-0.946045,4.71107,
TD82,0.06,9.09091,3,0.2,0.19697,0.6,1.1185,0.466515,-0.932727,4.66242,
TD83,0.059925,8.98876,3,0.2,0.194757,0.6,1.12027,0.468464,-0.91985,4.61528,
TD84,0.059953,8.79508,3,0.2,0.19056,0.599971,1.12363,0.472149,-0.895632,4.52595,
TD85,0.060052,8.70322,3,0.2,0.18857,0.600087,1.12523,0.47389,-0.884247,4.48361,
TD86,0.060006,8.61326,3,0.2,0.186621,0.600057,1.12677,0.475596,-0.873098,4.44186,
TD87,0.059941,8.44238,3,0.2,0.182918,0.599972,1.1297,0.478683,-0.851977,4.36274,
TD88,0.060061,8.3612,3,0.2,0.181159,0.600056,1.13113,0.480212,-0.842113,4.32511,
TD89,0.060038,8.20569,3,0.2,0.17779,0.599973,1.1338,0.483042,-0.823031,4.25274,
TD90,0.060043,8.13228,3,0.2,0.1762,0.600027,1.13507,0.484549,-0.814042,4.21862,
TD91,0.060061,7.99041,3,0.2,0.173126,0.599947,1.13753,0.487149,-0.79691,4.15262,
TD92,0.05995,7.92288,3,0.2,0.171662,0.600026,1.1387,0.488314,-0.788723,4.12109,
TD93,0.060008,7.79322,3,0.2,0.168853,0.599948,1.14093,0.490713,-0.773217,4.06066,
TD94,0.060044,7.73096,3,0.2,0.167504,0.599923,1.142,0.491818,-0.765752,4.03157,
TD95,0.060018,7.61325,3,0.2,0.164954,0.600051,1.14407,0.4941,-0.751681,3.97653,
TD96,0.060008,7.50094,3,0.2,0.16252,0.59995,1.14603,0.496062,-0.738342,3.92399,
TD97,0.059955,7.44787,3,0.2,0.16137,0.60005,1.14697,0.497145,-0.732001,3.89908,
TD98,0.059983,7.34484,3,0.2,0.159138,0.599951,1.14877,0.498959,-0.719794,3.85078,
TD99,0.060039,7.24813,3,0.2,0.157043,0.600024,1.15047,0.500725,-0.708504,3.80551,
TD100,0.059995,7.15649,3,0.2,0.155057,0.599952,1.1521,0.502385,-0.697758,3.76241,
TD101,0.059981,7.07047,3,0.2,0.153193,0.600047,1.15363,0.504007,-0.687721,3.72201,
TD102,0.059988,6.98893,3,0.2,0.151427,0.6,1.1551,0.505416,-0.67816,3.68363,
TD103,0.060016,6.91165,3,0.2,0.149752,0.600046,1.15647,0.506854,-0.669278,3.64728,
TD104,0.05995,6.83839,3,0.2,0.148165,0.599954,1.1578,0.508092,-0.660816,3.61272,
TD105,0.060025,6.76972,3,0.2,0.146677,0.600023,1.15903,0.509308,-0.652826,3.58039,
TD106,0.059956,6.67408,3,0.2,0.144605,0.6,1.16077,0.511123,-0.641824,3.53526,
TD107,0.059971,6.61449,3,0.2,0.143314,0.599934,1.16187,0.512071,-0.634991,3.50711,
TD108,0.059989,6.53239,3,0.2,0.141535,0.6,1.1634,0.513664,-0.625694,3.46837,
TD109,0.059948,6.48088,3,0.2,0.140419,0.600022,1.16433,0.514474,-0.619788,3.44405,
TD110,0.060043,6.41026,3,0.2,0.138889,0.6,1.16563,0.515812,-0.611752,3.41068,
TD111,0.059968,6.34585,3,0.2,0.137493,0.6,1.16683,0.516869,-0.604548,3.38022,
TD112,0.059985,6.27025,3,0.2,0.135855,0.599958,1.16827,0.518236,-0.595987,3.34445,
TD113,0.059979,6.20476,3,0.2,0.134436,0.6,1.1695,0.519442,-0.588625,3.31344,
TD114,0.059951,6.1488,3,0.2,0.133224,0.60002,1.17057,0.520394,-0.582291,3.28684,
TD115,0.060016,6.08272,3,0.2,0.131792,0.599959,1.17183,0.521492,-0.574919,3.25558,
TD116,0.059952,6.02531,3,0.2,0.130548,0.60002,1.17297,0.522595,-0.568488,3.22836,
TD117,0.060023,14.3088,3,0.2,0.14977,0.6,1.1409,0.515092,-1.33295,7.21302,
TD118,0.060043,14.1506,3,0.2,0.148114,0.599977,1.14197,0.516577,-1.31526,7.13854,
TD119,0.059971,14.0007,3,0.2,0.146545,0.600045,1.14297,0.51798,-1.29861,7.06786,
TD120,0.060031,13.8585,3,0.2,0.145057,0.599978,1.1439,0.519304,-1.28297,7.00078,
TD121,0.059956,13.6634,3,0.2,0.143014,0.6,1.1452,0.521122,-1.26139,6.90869,
TD122,0.059972,13.5427,3,0.2,0.141751,0.599935,1.146,0.52219,-1.24817,6.85171,
TD123,0.059989,13.3764,3,0.2,0.140011,0.6,1.14713,0.523748,-1.22994,6.77308,
TD124,0.059962,13.2749,3,0.2,0.138948,0.600043,1.1478,0.52469,-1.2189,6.7251,
TD125,0.059962,13.1345,3,0.2,0.137479,0.600042,1.14877,0.526015,-1.20357,6.65874,
TD126,0.06004,12.9686,3,0.2,0.135742,0.599979,1.1499,0.527514,-1.18565,6.58014,
TD127,0.059957,12.8611,3,0.2,0.134617,0.599979,1.15063,0.528529,-1.17397,6.52925,
TD128,0.059994,12.7372,3,0.2,0.13332,0.600041,1.15147,0.529689,-1.1606,6.47052,
TD129,0.060016,12.5912,3,0.2,0.131792,0.599959,1.15247,0.530921,-1.14497,6.40136,
TD130,0.059982,12.4787,3,0.2,0.130614,0.60002,1.15323,0.532,-1.13282,6.34804,
TD131,0.059918,14.3087,3,0.2,0.232517,0.600072,1.08787,0.437489,-1.50116,7.10946,
TD132,0.060025,14.082,3,0.2,0.228833,0.60007,1.0908,0.440767,-1.47157,7.00722,
TD133,0.059955,13.8624,3,0.2,0.225264,0.599896,1.0936,0.443944,-1.44308,6.90764,
TD134,0.060079,13.6542,3,0.2,0.221881,0.599932,1.09627,0.447005,-1.41611,6.81328,
TD135,0.060013,13.2626,3,0.2,0.215517,0.599967,1.10117,0.452752,-1.36572,6.63528,
TD136,0.059987,13.0762,3,0.2,0.212488,0.600033,1.10347,0.455378,-1.34211,6.55018,
TD137,0.059981,12.8991,3,0.2,0.20961,0.599968,1.10567,0.457917,-1.31957,6.46936,
TD138,0.059975,12.7267,3,0.2,0.206809,0.600064,1.10777,0.460388,-1.29781,6.39039,
TD139,0.059978,12.5608,3,0.2,0.204114,0.599937,1.10977,0.46271,-1.27681,6.31433,
TD140,0.059991,12.4012,3,0.2,0.201519,0.599907,1.1117,0.465044,-1.25686,6.24105,
TD141,0.060051,12.101,3,0.2,0.196642,0.600061,1.11533,0.46952,-1.21948,6.10301,
TD142,0.05994,11.9581,3,0.2,0.19432,0.6,1.11703,0.471599,-1.20179,6.03707,
TD143,0.059988,11.8203,3,0.2,0.19208,0.60003,1.11867,0.473552,-1.18469,5.97355,
TD144,0.059954,11.5574,3,0.2,0.187807,0.599971,1.12177,0.477174,-1.15241,5.85192,
TD145,0.060026,11.4335,3,0.2,0.185794,0.599971,1.12327,0.479062,-1.13735,5.79463,
TD146,0.059955,11.3122,3,0.2,0.183824,0.599972,1.12467,0.480769,-1.1226,5.73826,
TD147,0.059989,11.0834,3,0.2,0.180105,0.600028,1.12737,0.484068,-1.0949,5.63217,
TD148,0.059953,10.9754,3,0.2,0.178351,0.599945,1.12867,0.485663,-1.0819,5.58197,
TD149,0.060054,10.8696,3,0.2,0.17663,0.6,1.1299,0.487092,-1.06916,5.53275,
TD150,0.060016,10.6695,3,0.2,0.17338,0.600027,1.13227,0.489997,-1.04534,5.43958,
TD151,0.060005,10.5736,3,0.2,0.171821,0.600053,1.1334,0.491277,-1.03384,5.39492,
TD152,0.060008,10.391,3,0.2,0.168853,0.600078,1.13553,0.49396,-1.01221,5.30965,
TD153,0.060021,10.304,3,0.2,0.167439,0.600077,1.13657,0.495234,-1.00206,5.26893,
TD154,0.060061,10.1368,3,0.2,0.164724,0.599975,1.13853,0.497466,-0.982387,5.19083,
TD155,0.05997,10.0578,3,0.2,0.16344,0.600075,1.13947,0.498617,-0.973095,5.15388,
TD156,0.060054,9.90589,3,0.2,0.160971,0.60005,1.14127,0.500743,-0.955423,5.08271,
TD157,0.060044,9.76324,3,0.2,0.158653,0.600073,1.14297,0.502807,-0.938858,5.01586,
TD158,0.059985,9.69462,3,0.2,0.157538,0.599976,1.14377,0.503757,-0.930926,4.98364,
TD159,0.060012,9.56366,3,0.2,0.155409,0.6,1.14533,0.505559,-0.91584,4.92206,
TD160,0.059955,9.44176,3,0.2,0.153429,0.600024,1.1468,0.507258,-0.901806,4.86486,
TD161,0.060037,9.32618,3,0.2,0.15155,0.600023,1.14817,0.508976,-0.888552,4.81044,
TD162,0.060023,9.21659,3,0.2,0.14977,0.6,1.1495,0.510484,-0.876152,4.75887,
TD163,0.060043,9.11473,3,0.2,0.148114,0.599977,1.15073,0.511906,-0.864532,4.71095,
TD164,0.059971,9.01815,3,0.2,0.146545,0.600045,1.1519,0.513245,-0.853568,4.66543,
TD165,0.060031,8.92658,3,0.2,0.145057,0.599978,1.153,0.514394,-0.843227,4.62218,
TD166,0.059956,8.80088,3,0.2,0.143014,0.6,1.15453,0.516172,-0.829153,4.56293,
TD167,0.059972,8.72315,3,0.2,0.141751,0.599935,1.1555,0.517283,-0.820412,4.52611,
TD168,0.059989,8.61605,3,0.2,0.140011,0.6,1.1568,0.518686,-0.808401,4.47561,
TD169,0.059962,8.55066,3,0.2,0.138948,0.600043,1.15763,0.519667,-0.80109,4.44463,
TD170,0.059962,8.46024,3,0.2,0.137479,0.600042,1.15877,0.520939,-0.791032,4.40186,
TD171,0.06004,8.35335,3,0.2,0.135742,0.599979,1.1601,0.522293,-0.779263,4.35126,
TD172,0.059957,8.28415,3,0.2,0.134617,0.599979,1.16097,0.523247,-0.771565,4.31853,
TD173,0.059994,8.20429,3,0.2,0.13332,0.600041,1.16197,0.524356,-0.762794,4.28069,
TD174,0.060016,8.1103,3,0.2,0.131792,0.599959,1.16317,0.525649,-0.752433,4.23611,
TD175,0.059982,8.03778,3,0.2,0.130614,0.60002,1.1641,0.526675,-0.744499,4.20175,
TD176,0.059976,14.1677,3,0.2,0.306966,0.6,1.01637,0.37072,-1.61133,6.91169,
TD177,0.059935,13.8313,3,0.2,0.299677,0.600046,1.02457,0.377132,-1.56524,6.76925,
TD178,0.05991,13.5135,3,0.2,0.292793,0.6,1.03203,0.383108,-1.52185,6.63356,
TD179,0.059899,13.2129,3,0.2,0.286281,0.599868,1.0389,0.388681,-1.48051,6.50451,
TD180,0.059901,12.9282,3,0.2,0.280112,0.599871,1.04523,0.394096,-1.4415,6.3816,
TD181,0.059916,12.6582,3,0.2,0.274262,0.6,1.05107,0.399156,-1.40443,6.26413,
TD182,0.059942,12.4018,3,0.2,0.268706,0.600041,1.0565,0.404093,-1.36937,6.15213,
TD183,0.05998,12.1581,3,0.2,0.263425,0.6,1.06157,0.408713,-1.33617,6.04519,
TD184,0.060016,11.9237,3,0.2,0.258347,0.59996,1.0663,0.413156,-1.30445,5.94177,
TD185,0.060074,11.7027,3,0.2,0.25356,0.599961,1.07073,0.417398,-1.27443,5.84416,
TD186,0.059939,11.4899,3,0.2,0.248947,0.599962,1.0749,0.421295,-1.24569,5.74952,
TD187,0.060008,11.2867,3,0.2,0.244545,0.599887,1.0788,0.425132,-1.21859,5.65877,
TD188,0.060085,11.0926,3,0.2,0.24034,0.599926,1.0825,0.42873,-1.19264,5.57201,
TD189,0.06,10.9091,3,0.2,0.236364,0.6,1.08597,0.432364,-1.16818,5.48982,
TD190,0.059918,10.7315,3,0.2,0.232517,0.600072,1.08927,0.4357,-1.14452,5.40994,
TD191,0.060025,10.5615,3,0.2,0.228833,0.60007,1.0924,0.438831,-1.12216,5.33322,
TD192,0.059955,10.3968,3,0.2,0.225264,0.599896,1.0954,0.441864,-1.1005,5.25871,
TD193,0.060079,10.2407,3,0.2,0.221881,0.599932,1.09823,0.444956,-1.08022,5.18792,
TD194,0.060013,9.94695,3,0.2,0.215517,0.599967,1.1035,0.450597,-1.04194,5.05438,
TD195,0.059987,9.80713,3,0.2,0.212488,0.600033,1.10597,0.453089,-1.02386,4.99068,
TD196,0.059981,9.6743,3,0.2,0.20961,0.599968,1.10833,0.455659,-1.00677,4.93002,
TD197,0.059975,9.54502,3,0.2,0.206809,0.600064,1.1106,0.458161,-0.990296,4.87082,
TD198,0.059978,9.42063,3,0.2,0.204114,0.599937,1.11277,0.460355,-0.974407,4.81379,
TD199,0.059991,9.30088,3,0.2,0.201519,0.599907,1.11487,0.462564,-0.959231,4.75895,
TD200,0.060051,9.07578,3,0.2,0.196642,0.600061,1.1188,0.466949,-0.930873,4.65542,
TD201,0.05994,8.96861,3,0.2,0.19432,0.6,1.12063,0.468909,-0.917339,4.60613,
TD202,0.059988,8.86525,3,0.2,0.19208,0.60003,1.12243,0.470892,-0.904403,4.55836,
TD203,0.059954,8.66802,3,0.2,0.187807,0.599971,1.12583,0.474429,-0.879948,4.46721,
TD204,0.060026,8.5751,3,0.2,0.185794,0.599971,1.12743,0.476204,-0.868372,4.42418,
TD205,0.059955,8.48416,3,0.2,0.183824,0.599972,1.129,0.477941,-0.857183,4.38207,
TD206,0.059989,8.31255,3,0.2,0.180105,0.600028,1.13193,0.48102,-0.836104,4.30244,
TD207,0.059953,8.23158,3,0.2,0.178351,0.599945,1.13337,0.482645,-0.826176,4.26492,
TD208,0.060054,8.15217,3,0.2,0.17663,0.6,1.13473,0.484103,-0.816576,4.22785,
TD209,0.060016,8.00213,3,0.2,0.17338,0.600027,1.13733,0.48693,-0.798346,4.15804,
TD210,0.060005,7.93021,3,0.2,0.171821,0.600053,1.13857,0.488237,-0.789585,4.12464,
TD211,0.060008,7.79322,3,0.2,0.168853,0.600078,1.14093,0.490713,-0.773087,4.06066,
TD212,0.060021,7.72797,3,0.2,0.167439,0.600077,1.14207,0.492014,-0.765327,4.03014,
TD213,0.060061,7.60264,3,0.2,0.164724,0.599975,1.14423,0.494171,-0.75038,3.97162,
TD214,0.05997,7.54337,3,0.2,0.16344,0.600075,1.1453,0.495348,-0.743274,3.9438,
TD215,0.060054,7.42942,3,0.2,0.160971,0.60005,1.14727,0.4974,-0.729817,3.89054,
TD216,0.060044,7.32243,3,0.2,0.158653,0.600073,1.14917,0.49939,-0.717232,3.84037,
TD217,0.059985,7.27097,3,0.2,0.157538,0.599976,1.15007,0.500364,-0.7111,3.81617,
TD218,0.060012,7.17274,3,0.2,0.155409,0.6,1.1518,0.502092,-0.699582,3.76999,
TD219,0.059955,7.08132,3,0.2,0.153429,0.600024,1.15343,0.503836,-0.688894,3.72713,
TD220,0.060037,6.99464,3,0.2,0.15155,0.600023,1.155,0.505363,-0.67883,3.68641,
TD221,0.060023,6.91244,3,0.2,0.14977,0.6,1.15647,0.506797,-0.669355,3.6477,
TD222,0.060043,6.83605,3,0.2,0.148114,0.599977,1.15783,0.50826,-0.660476,3.61171,
TD223,0.059971,6.76361,3,0.2,0.146545,0.600045,1.15917,0.509525,-0.652125,3.5775,
TD224,0.060031,6.69493,3,0.2,0.145057,0.599978,1.1604,0.510712,-0.644276,3.54508,
TD225,0.059956,6.60066,3,0.2,0.143014,0.6,1.16213,0.512321,-0.633443,3.50066,
TD226,0.059972,6.54236,3,0.2,0.141751,0.599935,1.1632,0.513466,-0.626758,3.47312,
TD227,0.059989,6.46204,3,0.2,0.140011,0.6,1.16467,0.514809,-0.617663,3.43511,
TD228,0.059962,6.413,3,0.2,0.138948,0.600043,1.1656,0.515712,-0.612121,3.41203,
TD229,0.059962,6.34518,3,0.2,0.137479,0.600042,1.16687,0.51692,-0.604378,3.37987,
TD230,0.06004,6.26501,3,0.2,0.135742,0.599979,1.16837,0.518325,-0.595385,3.34197,
TD231,0.059957,6.21311,3,0.2,0.134617,0.599979,1.16937,0.519312,-0.589521,3.31739,
TD232,0.059994,6.15322,3,0.2,0.13332,0.600041,1.1705,0.520357,-0.582812,3.289,
TD233,0.060016,6.08272,3,0.2,0.131792,0.599959,1.17183,0.521594,-0.574919,3.25558,
TD234,0.059982,6.02833,3,0.2,0.130614,0.60002,1.1729,0.522556,-0.568874,3.22978,
TD235,0.059988,14.3005,3,0.2,0.149683,0.6,1.14097,0.515141,-1.33195,7.20921,
TD236,0.060048,14.1249,3,0.2,0.147845,0.600023,1.14213,0.516775,-1.31241,7.12635,
TD237,0.060034,13.9629,3,0.2,0.14615,0.6,1.1432,0.518381,-1.29444,7.05003,
TD238,0.060047,13.8107,3,0.2,0.144557,0.600022,1.14423,0.519738,-1.27766,6.97832,
TD239,0.059976,13.6679,3,0.2,0.143062,0.599978,1.14517,0.521074,-1.26191,6.91075,
TD240,0.060048,13.5353,3,0.2,0.141674,0.599935,1.14607,0.522232,-1.24738,6.84819,
TD241,0.060043,13.4125,3,0.2,0.140389,0.6,1.1469,0.523434,-1.23391,6.79017,
TD242,0.060034,13.2438,3,0.2,0.138622,0.600021,1.14803,0.524952,-1.2155,6.71039,
TD243,0.059994,13.1415,3,0.2,0.137552,0.600042,1.14873,0.525976,-1.20432,6.66205,
TD244,0.059987,13.0025,3,0.2,0.136097,0.599979,1.14967,0.527219,-1.18928,6.59621,
TD245,0.059973,12.8425,3,0.2,0.134423,0.600041,1.15073,0.528694,-1.17196,6.52053,
TD246,0.059973,12.7111,3,0.2,0.133047,0.600041,1.15163,0.529936,-1.15781,6.45819,
TD247,0.059976,12.604,3,0.2,0.131926,0.599959,1.15237,0.53085,-1.14634,6.40745,
TD248,0.059976,12.4774,3,0.2,0.130601,0.59996,1.15323,0.531947,-1.13271,6.3474,
TD249,0.06006,14.0081,3,0.2,0.227631,0.60007,1.09177,0.441954,-1.46192,6.97373,
TD250,0.060081,13.5777,3,0.2,0.220638,0.599966,1.0972,0.448065,-1.40631,6.77851,
TD251,0.059963,13.3623,3,0.2,0.217137,0.599967,1.09993,0.451311,-1.37849,6.68064,
TD252,0.060013,13.1536,3,0.2,0.213745,0.599967,1.1025,0.454291,-1.35186,6.5855,
TD253,0.060081,12.9555,3,0.2,0.210526,0.6,1.10497,0.457166,-1.32664,6.49506,
TD254,0.059987,12.7632,3,0.2,0.207403,0.600032,1.1073,0.459796,-1.30233,6.40699,
TD255,0.060072,12.5806,3,0.2,0.204435,0.599937,1.10953,0.462494,-1.27929,6.32332,
TD256,0.059957,12.2362,3,0.2,0.198838,0.600031,1.1137,0.467421,-1.23631,6.16519,
TD257,0.060066,12.0736,3,0.2,0.196197,0.599909,1.11563,0.469816,-1.21612,6.09025,
TD258,0.060042,11.919,3,0.2,0.193683,0.59997,1.1175,0.472139,-1.19681,6.01907,
TD259,0.060018,11.7682,3,0.2,0.191233,0.600029,1.1193,0.474257,-1.17829,5.9494,
