CLUSTER,3
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD4859,0.059966,7.82167,5,1.42857,0.130361,0.475036,1.44357,0.51258,0.126581,4.13831,
TD4860,0.059967,7.72101,5,1.42857,0.128684,0.474971,1.44814,0.513576,0.128555,4.08763,
TD4861,0.059969,7.63942,5,1.42857,0.127324,0.475045,1.45186,0.51426,0.129997,4.04647,
TD4862,0.05997,7.54337,5,1.42857,0.125723,0.474981,1.45629,0.515212,0.131758,3.99811,
TD4863,0.059986,10.8735,6.42857,0.428571,0.181225,0.5,1.40057,0.45705,-0.361906,5.61834,
TD4864,0.060075,10.7277,6.42857,0.428571,0.178795,0.499911,1.40629,0.459145,-0.355981,5.54747,
TD4865,0.060007,10.5895,6.42857,0.428571,0.176491,0.5,1.41186,0.461172,-0.350159,5.48041,
TD4866,0.060079,10.3288,6.42857,0.428571,0.172147,0.500086,1.42236,0.46514,-0.339473,5.35359,
TD4867,0.060044,10.2058,6.42857,0.428571,0.170097,0.500085,1.42736,0.466916,-0.334581,5.29376,
TD4868,0.060007,9.9734,6.42857,0.428571,0.166223,0.5,1.43679,0.470246,-0.325133,5.18052,
TD4869,0.060013,9.86518,6.42857,0.428571,0.16442,0.5,1.44129,0.47172,-0.320618,5.12775,
TD4870,0.060045,9.65873,6.42857,0.428571,0.160979,0.5,1.44986,0.474726,-0.312299,5.02704,
TD4871,0.05992,9.56175,6.42857,0.428571,0.159363,0.49992,1.45393,0.476175,-0.308367,4.97976,
TD4872,0.060019,9.37793,6.42857,0.428571,0.156299,0.5,1.46171,0.478743,-0.301032,4.89012,
TD4873,0.059926,9.2908,6.42857,0.428571,0.154847,0.5,1.46543,0.47987,-0.297461,4.84748,
TD4874,0.059933,9.12686,6.42857,0.428571,0.152114,0.5,1.4725,0.482203,-0.290995,4.76742,
TD4875,0.059985,8.97532,6.42857,0.428571,0.149589,0.500075,1.47914,0.484368,-0.284966,4.69349,
TD4876,0.060062,8.83262,6.42857,0.428571,0.14721,0.499926,1.48536,0.486383,-0.279258,4.62358,
TD4877,0.060044,8.70196,6.42857,0.428571,0.145033,0.500073,1.49121,0.48818,-0.274112,4.55968,
TD4878,0.06006,8.58001,6.42857,0.428571,0.143,0.500072,1.49664,0.489775,-0.269269,4.50007,
TD4879,0.059969,8.46621,6.42857,0.428571,0.141103,0.499929,1.50179,0.491322,-0.264851,4.44433,
TD4880,0.060061,8.3612,6.42857,0.428571,0.139353,0.5,1.50664,0.492754,-0.26073,4.39284,
TD4881,0.060055,8.26446,6.42857,0.428571,0.137741,0.5,1.51114,0.494077,-0.256887,4.34546,
TD4882,0.060043,8.13228,6.42857,0.428571,0.135538,0.5,1.51729,0.495934,-0.25183,4.2807,
TD4883,0.059992,8.05261,6.42857,0.428571,0.13421,0.500067,1.52107,0.49698,-0.248691,4.24158,
TD4884,0.059984,7.94491,6.42857,0.428571,0.132415,0.5,1.52621,0.498411,-0.244439,4.18882,
TD4885,0.059966,7.82167,6.42857,0.428571,0.130361,0.499935,1.53214,0.500065,-0.239734,4.12841,
TD4886,0.059967,7.72101,6.42857,0.428571,0.128684,0.500064,1.53707,0.501351,-0.235877,4.07901,
TD4887,0.059969,7.63942,6.42857,0.428571,0.127324,0.5,1.54107,0.502419,-0.232748,4.03883,
TD4888,0.05997,7.54337,6.42857,0.428571,0.125723,0.5,1.54586,0.503646,-0.229067,3.9917,
TD4889,0.060106,13.7646,6.42857,1.42857,0.344116,0.524891,0.792,0.411333,-0.212663,7.10163,
TD4890,0.059938,13.2217,6.42857,1.42857,0.330542,0.524901,0.811571,0.42067,-0.198986,6.83605,
TD4891,0.060095,12.9702,6.42857,1.42857,0.324254,0.524859,0.8205,0.424989,-0.192391,6.71271,
TD4892,0.060059,12.7334,6.42857,1.42857,0.318336,0.525042,0.829,0.429117,-0.186333,6.59677,
TD4893,0.060025,12.5052,6.42857,1.42857,0.31263,0.52501,0.837,0.433097,-0.180492,6.48458,
TD4894,0.060016,12.29,6.42857,1.42857,0.307251,0.52499,0.844571,0.436706,-0.174723,6.37894,
TD4895,0.060008,12.0822,6.42857,1.42857,0.302054,0.52497,0.851786,0.440193,-0.169352,6.27688,
TD4896,0.060051,11.6982,6.42857,1.42857,0.292455,0.525054,0.865214,0.447066,-0.15929,6.08793,
TD4897,0.060088,11.5185,6.42857,1.42857,0.287963,0.525053,0.871429,0.450182,-0.15454,5.99962,
TD4898,0.059947,11.3464,6.42857,1.42857,0.283661,0.524962,0.877429,0.453101,-0.149962,5.9149,
TD4899,0.060007,11.1815,6.42857,1.42857,0.279538,0.524972,0.883143,0.455833,-0.145732,5.83358,
TD4900,0.059986,10.8735,6.42857,1.42857,0.271838,0.525009,0.893786,0.461218,-0.13755,5.68177,
TD4901,0.060075,10.7277,6.42857,1.42857,0.268192,0.524942,0.898786,0.463794,-0.13356,5.60969,
TD4902,0.060007,10.5895,6.42857,1.42857,0.264737,0.525062,0.903643,0.466114,-0.129898,5.54148,
TD4903,0.060079,10.3288,6.42857,1.42857,0.25822,0.525047,0.912643,0.470649,-0.123085,5.41281,
TD4904,0.060044,10.2058,6.42857,1.42857,0.255145,0.525089,0.916929,0.47287,-0.119748,5.3521,
TD4905,0.060007,9.9734,6.42857,1.42857,0.249335,0.524934,0.925,0.476895,-0.113697,5.2372,
TD4906,0.060013,9.86518,6.42857,1.42857,0.246629,0.524992,0.928786,0.47879,-0.110819,5.18366,
TD4907,0.060045,9.65873,6.42857,1.42857,0.241468,0.524952,0.936071,0.482292,-0.10528,5.08146,
TD4908,0.05992,9.56175,6.42857,1.42857,0.239044,0.52494,0.939429,0.483984,-0.102789,5.03347,
TD4909,0.060019,9.37793,6.42857,1.42857,0.234448,0.525008,0.945929,0.487183,-0.097843,4.94248,
TD4910,0.059926,9.2908,6.42857,1.42857,0.23227,0.52493,0.949,0.488541,-0.09554,4.89935,
TD4911,0.059933,9.12686,6.42857,1.42857,0.228172,0.524947,0.954857,0.491482,-0.091269,4.81807,
TD4912,0.059985,8.97532,6.42857,1.42857,0.224383,0.525056,0.960286,0.494091,-0.08721,4.74301,
TD4913,0.060062,8.83262,6.42857,1.42857,0.220816,0.524952,0.965357,0.496393,-0.083468,4.67216,
TD4914,0.060044,8.70196,6.42857,1.42857,0.217549,0.525018,0.970071,0.498767,-0.080058,4.6074,
TD4915,0.06006,8.58001,6.42857,1.42857,0.2145,0.524954,0.9745,0.500787,-0.076791,4.54698,
TD4916,0.059969,8.46621,6.42857,1.42857,0.211655,0.525046,0.978643,0.502752,-0.073938,4.49048,
TD4917,0.060061,8.3612,6.42857,1.42857,0.20903,0.524944,0.9825,0.504459,-0.07107,4.43827,
TD4918,0.060055,8.26446,6.42857,1.42857,0.206612,0.525069,0.986071,0.506198,-0.068595,4.39022,
TD4919,0.060043,8.13228,6.42857,1.42857,0.203307,0.525075,0.991,0.508403,-0.065194,4.32461,
TD4920,0.059992,8.05261,6.42857,1.42857,0.201315,0.52503,0.993929,0.50973,-0.063079,4.28506,
TD4921,0.059984,7.94491,6.42857,1.42857,0.198623,0.525026,0.998,0.51152,-0.060249,4.23146,
TD4922,0.059966,7.82167,6.42857,1.42857,0.195542,0.524964,1.00264,0.513623,-0.057098,4.17025,
TD4923,0.059967,7.72101,6.42857,1.42857,0.193025,0.525029,1.0065,0.515249,-0.054433,4.12019,
TD4924,0.059969,7.63942,6.42857,1.42857,0.190985,0.524955,1.00957,0.516552,-0.05233,4.07958,
TD4925,0.05997,7.54337,6.42857,1.42857,0.188584,0.525019,1.01321,0.51823,-0.049786,4.03181,
TD4926,0.060106,13.7646,6.42857,1.42857,0.344116,0.549897,0.808786,0.412021,-0.197293,7.12205,
TD4927,0.059938,13.2217,6.42857,1.42857,0.330542,0.550022,0.827143,0.421551,-0.18312,6.85566,
TD4928,0.060095,12.9702,6.42857,1.42857,0.324254,0.549935,0.8355,0.42607,-0.176394,6.73217,
TD4929,0.060059,12.7334,6.42857,1.42857,0.318336,0.550085,0.843429,0.43039,-0.169992,6.61587,
TD4930,0.060025,12.5052,6.42857,1.42857,0.31263,0.550021,0.850929,0.434348,-0.164027,6.50354,
TD4931,0.060016,12.29,6.42857,1.42857,0.307251,0.54998,0.858071,0.438345,-0.158132,6.39779,
TD4932,0.060008,12.0822,6.42857,1.42857,0.302054,0.54994,0.864857,0.441804,-0.152638,6.29521,
TD4933,0.060051,11.6982,6.42857,1.42857,0.292455,0.55001,0.877429,0.44882,-0.142328,6.10606,
TD4934,0.060088,11.5185,6.42857,1.42857,0.287963,0.55001,0.883357,0.45191,-0.137646,6.01747,
TD4935,0.059947,11.3464,6.42857,1.42857,0.283661,0.550113,0.888929,0.454992,-0.132943,5.93249,
TD4936,0.060007,11.1815,6.42857,1.42857,0.279538,0.549944,0.894286,0.458069,-0.128587,5.85091,
TD4937,0.059986,10.8735,6.42857,1.42857,0.271838,0.550018,0.904357,0.463574,-0.120333,5.6988,
TD4938,0.060075,10.7277,6.42857,1.42857,0.268192,0.549973,0.909071,0.46594,-0.116395,5.62668,
TD4939,0.060007,10.5895,6.42857,1.42857,0.264737,0.549947,0.913643,0.468585,-0.112778,5.55842,
TD4940,0.060079,10.3288,6.42857,1.42857,0.25822,0.550009,0.922214,0.473231,-0.10587,5.42933,
TD4941,0.060044,10.2058,6.42857,1.42857,0.255145,0.550094,0.926214,0.475421,-0.102568,5.36843,
TD4942,0.060007,9.9734,6.42857,1.42857,0.249335,0.550033,0.933857,0.479388,-0.09641,5.25332,
TD4943,0.060013,9.86518,6.42857,1.42857,0.246629,0.549984,0.937429,0.481421,-0.093555,5.19977,
TD4944,0.060045,9.65873,6.42857,1.42857,0.241468,0.550064,0.944286,0.485029,-0.088055,5.09739,
TD4945,0.05992,9.56175,6.42857,1.42857,0.239044,0.54996,0.947571,0.486853,-0.085418,5.04924,
TD4946,0.060019,9.37793,6.42857,1.42857,0.234448,0.550016,0.953714,0.489997,-0.08065,4.95811,
TD4947,0.059926,9.2908,6.42857,1.42857,0.23227,0.550015,0.956643,0.491483,-0.078352,4.91483,
TD4948,0.059933,9.12686,6.42857,1.42857,0.228172,0.550046,0.962143,0.494524,-0.07408,4.83343,
TD4949,0.059985,8.97532,6.42857,1.42857,0.224383,0.550037,0.967357,0.497233,-0.070007,4.75826,
TD4950,0.060062,8.83262,6.42857,1.42857,0.220816,0.549978,0.972143,0.499632,-0.066392,4.68733,
TD4951,0.060044,8.70196,6.42857,1.42857,0.217549,0.549964,0.976714,0.501958,-0.062944,4.62233,
TD4952,0.06006,8.58001,6.42857,1.42857,0.2145,0.549979,0.980929,0.504076,-0.059774,4.5617,
TD4953,0.059969,8.46621,6.42857,1.42857,0.211655,0.550021,0.984857,0.505997,-0.056865,4.50515,
TD4954,0.060061,8.3612,6.42857,1.42857,0.20903,0.550028,0.9885,0.507804,-0.054069,4.4529,
TD4955,0.060055,8.26446,6.42857,1.42857,0.206612,0.55,0.991929,0.509504,-0.051515,4.40482,
TD4956,0.060043,8.13228,6.42857,1.42857,0.203307,0.550014,0.996643,0.511792,-0.048116,4.33898,
TD4957,0.059992,8.05261,6.42857,1.42857,0.201315,0.549993,0.9995,0.51322,-0.046168,4.29929,
TD4958,0.059984,7.94491,6.42857,1.42857,0.198623,0.550053,1.00336,0.515095,-0.0433,4.24576,
TD4959,0.059966,7.82167,6.42857,1.42857,0.195542,0.549993,1.00779,0.517142,-0.040151,4.18433,
TD4960,0.059967,7.72101,6.42857,1.42857,0.193025,0.549994,1.0115,0.518852,-0.037576,4.13422,
TD4961,0.059969,7.63942,6.42857,1.42857,0.190985,0.550038,1.01443,0.520244,-0.035523,4.09358,
TD4962,0.05997,7.54337,6.42857,1.42857,0.188584,0.550038,1.018,0.521876,-0.033065,4.04564,
TD4963,0.060106,13.7646,6.42857,0.428571,0.22941,0.574903,1.29114,0.45905,-0.314292,7.12228,
TD4964,0.059938,13.2217,6.42857,0.428571,0.220361,0.574923,1.30629,0.467166,-0.294182,6.85632,
TD4965,0.060095,12.9702,6.42857,0.428571,0.216169,0.575011,1.31336,0.471033,-0.285128,6.73303,
TD4966,0.060059,12.7334,6.42857,0.428571,0.212224,0.575127,1.32007,0.474533,-0.276316,6.61693,
TD4967,0.060025,12.5052,6.42857,0.428571,0.20842,0.575031,1.32657,0.477907,-0.268237,6.50479,
TD4968,0.060016,12.29,6.42857,0.428571,0.204834,0.574969,1.33279,0.481155,-0.260344,6.39902,
TD4969,0.060008,12.0822,6.42857,0.428571,0.201369,0.574909,1.33871,0.484092,-0.25292,6.29682,
TD4970,0.060051,11.6982,6.42857,0.428571,0.19497,0.574966,1.35,0.489764,-0.239423,6.10801,
TD4971,0.060088,11.5185,6.42857,0.428571,0.191975,0.574966,1.35536,0.492417,-0.233058,6.01958,
TD4972,0.059947,11.3464,6.42857,0.428571,0.189107,0.575076,1.3605,0.494894,-0.227118,5.93476,
TD4973,0.060007,11.1815,6.42857,0.428571,0.186359,0.574916,1.36543,0.497205,-0.221394,5.85352,
TD4974,0.059986,10.8735,6.42857,0.428571,0.181225,0.575027,1.37493,0.501631,-0.210765,5.7017,
TD4975,0.060075,10.7277,6.42857,0.428571,0.178795,0.575004,1.37943,0.503665,-0.205793,5.62972,
TD4976,0.060007,10.5895,6.42857,0.428571,0.176491,0.575009,1.38379,0.505648,-0.201024,5.56142,
TD4977,0.060079,10.3288,6.42857,0.428571,0.172147,0.57497,1.39207,0.50921,-0.192116,5.43278,
TD4978,0.060044,10.2058,6.42857,0.428571,0.170097,0.574928,1.396,0.510971,-0.187957,5.372,
TD4979,0.060007,9.9734,6.42857,0.428571,0.166223,0.574967,1.40357,0.514129,-0.180186,5.25715,
TD4980,0.060013,9.86518,6.42857,0.428571,0.16442,0.574975,1.40721,0.51562,-0.176587,5.20372,
TD4981,0.060045,9.65873,6.42857,0.428571,0.160979,0.575016,1.41414,0.518513,-0.169833,5.10158,
TD4982,0.05992,9.56175,6.42857,0.428571,0.159363,0.57498,1.41743,0.519841,-0.166693,5.0537,
TD4983,0.060019,9.37793,6.42857,0.428571,0.156299,0.575023,1.42379,0.522351,-0.160675,4.9628,
TD4984,0.059926,9.2908,6.42857,0.428571,0.154847,0.574946,1.42686,0.523382,-0.157789,4.91964,
TD4985,0.059933,9.12686,6.42857,0.428571,0.152114,0.574992,1.43264,0.525707,-0.152419,4.83845,
TD4986,0.059985,8.97532,6.42857,0.428571,0.149589,0.575019,1.43814,0.527749,-0.147494,4.7635,
TD4987,0.060062,8.83262,6.42857,0.428571,0.14721,0.575004,1.44329,0.529516,-0.142941,4.69277,
TD4988,0.060044,8.70196,6.42857,0.428571,0.145033,0.575054,1.44821,0.531255,-0.138796,4.62799,
TD4989,0.06006,8.58001,6.42857,0.428571,0.143,0.575004,1.45279,0.532819,-0.134992,4.56757,
TD4990,0.059969,8.46621,6.42857,0.428571,0.141103,0.574996,1.45714,0.534359,-0.131367,4.51108,
TD4991,0.060061,8.3612,6.42857,0.428571,0.139353,0.574972,1.46114,0.535674,-0.128066,4.45903,
TD4992,0.060055,8.26446,6.42857,0.428571,0.137741,0.575069,1.465,0.536915,-0.125069,4.41116,
TD4993,0.060043,8.13228,6.42857,0.428571,0.135538,0.574953,1.47021,0.538628,-0.1209,4.34549,
TD4994,0.059992,8.05261,6.42857,0.428571,0.13421,0.574956,1.47343,0.539659,-0.118373,4.306,
TD4995,0.059984,7.94491,6.42857,0.428571,0.132415,0.575079,1.47786,0.541049,-0.115069,4.25252,
TD4996,0.059966,7.82167,6.42857,0.428571,0.130361,0.575023,1.48293,0.542563,-0.111328,4.19137,
TD4997,0.059967,7.72101,6.42857,0.428571,0.128684,0.575087,1.48721,0.543817,-0.108223,4.14142,
TD4998,0.059969,7.63942,6.42857,0.428571,0.127324,0.574994,1.49064,0.544691,-0.105679,4.10084,
TD4999,0.05997,7.54337,6.42857,0.428571,0.125723,0.574931,1.49479,0.545889,-0.102841,4.05318,
TD5000,0.059938,13.2217,6.42857,0.428571,0.330542,0.574923,1.1125,0.366241,-0.386734,6.8052,
TD5001,0.060095,12.9702,6.42857,0.428571,0.324254,0.575011,1.12593,0.371379,-0.376567,6.68483,
TD5002,0.060059,12.7334,6.42857,0.428571,0.318336,0.575127,1.1385,0.376273,-0.366935,6.57131,
TD5003,0.060025,12.5052,6.42857,0.428571,0.31263,0.575031,1.15036,0.380992,-0.357441,6.46186,
TD5004,0.060016,12.29,6.42857,0.428571,0.307251,0.574969,1.16157,0.385293,-0.348423,6.35846,
TD5005,0.060008,12.0822,6.42857,0.428571,0.302054,0.574909,1.17214,0.38965,-0.339911,6.25816,
TD5006,0.060051,11.6982,6.42857,0.428571,0.292455,0.574966,1.19164,0.397738,-0.323845,6.07311,
TD5007,0.060088,11.5185,6.42857,0.428571,0.287963,0.574966,1.20071,0.401421,-0.316376,5.98618,
TD5008,0.059947,11.3464,6.42857,0.428571,0.283661,0.575076,1.20936,0.405068,-0.309002,5.90299,
TD5009,0.060007,11.1815,6.42857,0.428571,0.279538,0.574916,1.2175,0.408498,-0.302274,5.82315,
TD5010,0.059986,10.8735,6.42857,0.428571,0.271838,0.575027,1.23286,0.415005,-0.289235,5.6738,
TD5011,0.060075,10.7277,6.42857,0.428571,0.268192,0.575004,1.24007,0.418023,-0.283211,5.6029,
TD5012,0.060007,10.5895,6.42857,0.428571,0.264737,0.575009,1.24693,0.420932,-0.277444,5.53583,
TD5013,0.060079,10.3288,6.42857,0.428571,0.25822,0.57497,1.25986,0.426407,-0.266655,5.40902,
TD5014,0.060044,10.2058,6.42857,0.428571,0.255145,0.574928,1.26593,0.428985,-0.261439,5.34921,
TD5015,0.060007,9.9734,6.42857,0.428571,0.249335,0.574967,1.27736,0.433843,-0.251828,5.23587,
TD5016,0.060013,9.86518,6.42857,0.428571,0.246629,0.574975,1.28279,0.436205,-0.247287,5.18316,
TD5017,0.060045,9.65873,6.42857,0.428571,0.241468,0.575016,1.293,0.440438,-0.238892,5.08226,
TD5018,0.05992,9.56175,6.42857,0.428571,0.239044,0.57498,1.29786,0.44255,-0.2349,5.0349,
TD5019,0.060019,9.37793,6.42857,0.428571,0.234448,0.575023,1.30707,0.446389,-0.227415,4.94514,
TD5020,0.059926,9.2908,6.42857,0.428571,0.23227,0.574946,1.31143,0.448281,-0.223753,4.90245,
TD5021,0.059933,9.12686,6.42857,0.428571,0.228172,0.574992,1.31971,0.451628,-0.217067,4.82233,
TD5022,0.059985,8.97532,6.42857,0.428571,0.224383,0.575019,1.32743,0.454899,-0.21092,4.74809,
TD5023,0.060062,8.83262,6.42857,0.428571,0.220816,0.575004,1.33464,0.457824,-0.205211,4.67805,
TD5024,0.060044,8.70196,6.42857,0.428571,0.217549,0.575054,1.34136,0.460624,-0.199855,4.61407,
TD5025,0.06006,8.58001,6.42857,0.428571,0.2145,0.575004,1.34764,0.463177,-0.195052,4.55427,
TD5026,0.059969,8.46621,6.42857,0.428571,0.211655,0.574996,1.3535,0.4655,-0.19049,4.49838,
TD5027,0.060061,8.3612,6.42857,0.428571,0.20903,0.574972,1.359,0.46767,-0.186315,4.44677,
TD5028,0.060055,8.26446,6.42857,0.428571,0.206612,0.575069,1.36407,0.469697,-0.182507,4.39917,
TD5029,0.060043,8.13228,6.42857,0.428571,0.203307,0.574953,1.37107,0.47235,-0.177148,4.33424,
TD5030,0.059992,8.05261,6.42857,0.428571,0.201315,0.574956,1.37536,0.47403,-0.174071,4.29513,
TD5031,0.059984,7.94491,6.42857,0.428571,0.198623,0.575079,1.38114,0.476298,-0.169889,4.24205,
TD5032,0.059966,7.82167,6.42857,0.428571,0.195542,0.575023,1.38779,0.478816,-0.165037,4.18146,
TD5033,0.059967,7.72101,6.42857,0.428571,0.193025,0.575087,1.39329,0.48089,-0.161112,4.1319,
TD5034,0.059969,7.63942,6.42857,0.428571,0.190985,0.574994,1.39779,0.482429,-0.157881,4.09167,
TD5035,0.05997,7.54337,6.42857,0.428571,0.188584,0.574931,1.40307,0.48441,-0.154136,4.04438,
TD5036,0.060106,13.7646,6.42857,0.428571,0.344116,0.624914,1.11257,0.372563,-0.324157,7.13352,
TD5037,0.059938,13.2217,6.42857,0.428571,0.330542,0.624945,1.13579,0.38409,-0.301675,6.87065,
TD5038,0.060095,12.9702,6.42857,0.428571,0.324254,0.624946,1.14629,0.389537,-0.29118,6.74859,
TD5039,0.060059,12.7334,6.42857,0.428571,0.318336,0.625,1.15614,0.394737,-0.281197,6.63349,
TD5040,0.060025,12.5052,6.42857,0.428571,0.31263,0.625052,1.1655,0.399541,-0.27178,6.52251,
TD5041,0.060016,12.29,6.42857,0.428571,0.307251,0.625154,1.17436,0.404138,-0.263007,6.41766,
TD5042,0.060008,12.0822,6.42857,0.428571,0.302054,0.62505,1.18271,0.408578,-0.254329,6.31615,
TD5043,0.060051,11.6982,6.42857,0.428571,0.292455,0.625073,1.19829,0.41704,-0.238838,6.12868,
TD5044,0.060088,11.5185,6.42857,0.428571,0.287963,0.625072,1.2055,0.42081,-0.231522,6.0407,
TD5045,0.059947,11.3464,6.42857,0.428571,0.283661,0.625,1.21236,0.424546,-0.22447,5.9565,
TD5046,0.060007,11.1815,6.42857,0.428571,0.279538,0.625047,1.219,0.428066,-0.21804,5.8757,
TD5047,0.059986,10.8735,6.42857,0.428571,0.271838,0.625045,1.23136,0.434759,-0.20569,5.72472,
TD5048,0.060075,10.7277,6.42857,0.428571,0.268192,0.624888,1.23714,0.437869,-0.199893,5.65314,
TD5049,0.060007,10.5895,6.42857,0.428571,0.264737,0.624956,1.24271,0.440875,-0.194493,5.58524,
TD5050,0.060079,10.3288,6.42857,0.428571,0.25822,0.625065,1.25329,0.446548,-0.184197,5.45705,
TD5051,0.060044,10.2058,6.42857,0.428571,0.255145,0.624936,1.25821,0.449226,-0.179452,5.3965,
TD5052,0.060007,9.9734,6.42857,0.428571,0.249335,0.625,1.26764,0.454122,-0.170545,5.28208,
TD5053,0.060013,9.86518,6.42857,0.428571,0.246629,0.624959,1.27214,0.456593,-0.166393,5.22887,
TD5054,0.060045,9.65873,6.42857,0.428571,0.241468,0.62492,1.28057,0.460882,-0.158564,5.12701,
TD5055,0.05992,9.56175,6.42857,0.428571,0.239044,0.62502,1.28457,0.462948,-0.1549,5.0792,
TD5056,0.060019,9.37793,6.42857,0.428571,0.234448,0.625039,1.29221,0.467021,-0.147859,4.98843,
TD5057,0.059926,9.2908,6.42857,0.428571,0.23227,0.624961,1.29586,0.468876,-0.144627,4.94549,
TD5058,0.059933,9.12686,6.42857,0.428571,0.228172,0.625038,1.30279,0.472315,-0.138424,4.86447,
TD5059,0.059985,8.97532,6.42857,0.428571,0.224383,0.624981,1.30929,0.475542,-0.132835,4.78968,
TD5060,0.060062,8.83262,6.42857,0.428571,0.220816,0.624908,1.31536,0.478434,-0.127631,4.71898,
TD5061,0.060044,8.70196,6.42857,0.428571,0.217549,0.624946,1.321,0.481363,-0.122843,4.65439,
TD5062,0.06006,8.58001,6.42857,0.428571,0.2145,0.625054,1.32636,0.483912,-0.118404,4.59402,
TD5063,0.059969,8.46621,6.42857,0.428571,0.211655,0.624947,1.33136,0.486242,-0.114294,4.53775,
TD5064,0.060061,8.3612,6.42857,0.428571,0.20903,0.625,1.336,0.488434,-0.110507,4.48565,
TD5065,0.060055,8.26446,6.42857,0.428571,0.206612,0.625069,1.34036,0.490496,-0.106887,4.43774,
TD5066,0.060043,8.13228,6.42857,0.428571,0.203307,0.624966,1.34636,0.493223,-0.102196,4.37232,
TD5067,0.059992,8.05261,6.42857,0.428571,0.201315,0.625017,1.35,0.494967,-0.099316,4.33284,
TD5068,0.059984,7.94491,6.42857,0.428571,0.198623,0.625,1.35493,0.497219,-0.095604,4.2794,
TD5069,0.059966,7.82167,6.42857,0.428571,0.195542,0.624951,1.36064,0.499674,-0.091253,4.21822,
TD5070,0.059967,7.72101,6.42857,0.428571,0.193025,0.625016,1.36543,0.501737,-0.087634,4.16832,
TD5071,0.059969,7.63942,6.42857,0.428571,0.190985,0.625032,1.36929,0.503438,-0.084798,4.12771,
TD5072,0.05997,7.54337,6.42857,0.428571,0.188584,0.624969,1.37386,0.505406,-0.081468,4.08009,
TD5073,0.060106,13.7646,6.42857,1.42857,0.22941,0.624914,0.965643,0.506768,-0.067447,7.19156,
TD5074,0.059938,13.2217,6.42857,1.42857,0.220361,0.624945,0.974071,0.513883,-0.055751,6.92111,
TD5075,0.060095,12.9702,6.42857,1.42857,0.216169,0.624946,0.978071,0.517294,-0.050367,6.79572,
TD5076,0.060059,12.7334,6.42857,1.42857,0.212224,0.625,0.981857,0.520374,-0.045416,6.67784,
TD5077,0.060025,12.5052,6.42857,1.42857,0.20842,0.625052,0.985571,0.523343,-0.040642,6.56398,
TD5078,0.060016,12.29,6.42857,1.42857,0.204834,0.625154,0.989143,0.526219,-0.036051,6.45657,
TD5079,0.060008,12.0822,6.42857,1.42857,0.201369,0.62505,0.992571,0.528796,-0.031816,6.3528,
TD5080,0.060051,11.6982,6.42857,1.42857,0.19497,0.625073,0.999071,0.533827,-0.023981,6.16124,
TD5081,0.060088,11.5185,6.42857,1.42857,0.191975,0.625072,1.00214,0.535995,-0.020157,6.07142,
TD5082,0.059947,11.3464,6.42857,1.42857,0.189107,0.625,1.00514,0.5382,-0.016831,5.98544,
TD5083,0.060007,11.1815,6.42857,1.42857,0.186359,0.625047,1.008,0.540253,-0.013418,5.90309,
TD5084,0.059986,10.8735,6.42857,1.42857,0.181225,0.625045,1.0135,0.544219,-0.007249,5.74918,
TD5085,0.060075,10.7277,6.42857,1.42857,0.178795,0.624888,1.01614,0.54604,-0.004291,5.67638,
TD5086,0.060007,10.5895,6.42857,1.42857,0.176491,0.624956,1.01871,0.547653,-0.001588,5.60731,
TD5087,0.060079,10.3288,6.42857,1.42857,0.172147,0.625065,1.02357,0.551041,0.003615,5.47685,
TD5088,0.060044,10.2058,6.42857,1.42857,0.170097,0.624936,1.02593,0.552475,0.006123,5.41538,
TD5089,0.060007,9.9734,6.42857,1.42857,0.166223,0.625,1.03036,0.555352,0.010638,5.2992,
TD5090,0.060013,9.86518,6.42857,1.42857,0.16442,0.624959,1.0325,0.556725,0.012825,5.24515,
TD5091,0.060045,9.65873,6.42857,1.42857,0.160979,0.62492,1.03657,0.55924,0.017064,5.14182,
TD5092,0.05992,9.56175,6.42857,1.42857,0.159363,0.62502,1.0385,0.560478,0.018964,5.09339,
TD5093,0.060019,9.37793,6.42857,1.42857,0.156299,0.625039,1.04214,0.562676,0.022663,5.00141,
TD5094,0.059926,9.2908,6.42857,1.42857,0.154847,0.624961,1.04393,0.563642,0.024466,4.95788,
TD5095,0.059933,9.12686,6.42857,1.42857,0.152114,0.625038,1.04729,0.565713,0.027837,4.87587,
TD5096,0.059985,8.97532,6.42857,1.42857,0.149589,0.624981,1.0505,0.567539,0.030965,4.80015,
TD5097,0.060062,8.83262,6.42857,1.42857,0.14721,0.624908,1.05343,0.569262,0.033858,4.72884,
TD5098,0.060044,8.70196,6.42857,1.42857,0.145033,0.625091,1.05629,0.570848,0.036548,4.66352,
TD5099,0.06006,8.58001,6.42857,1.42857,0.143,0.625054,1.05886,0.572287,0.039039,4.60246,
TD5100,0.059969,8.46621,6.42857,1.42857,0.141103,0.624947,1.06136,0.573585,0.041343,4.54565,
