CLUSTER,1
INPUT,6
HIDDEN1,5
OUTPUT,4
LearningRate,0.25
Convergence,0.01
MaxTraining,10000000
DataDescriptionBegin
Input5,Base Distance For Rake Angle Measurement
Input7,Wheel Diameter
Input8,Profile Angle
Input11,Rake Angle
Input12,Circular Land
Input13,Small Core Diameter
Output0,Wheel Setting Angle
Output1,Minimum Wheel Width
Output2,Wheel Displacement
Output3,Distance Between Axes
DataDescriptionEnd
TrainingSetBegin,Input5,Input7,Input8,Input11,Input12,Input13,Output0,Output1,Output2,Output3,
TD1544,0.06012,38.3234,3.33333,0.751852,0.242395,0.576287,0.9,0.470898,-1.94826,18.9969,
TD1545,0.059981,37.4883,3.33333,0.751852,0.237113,0.576148,0.902556,0.47493,-1.89245,18.5989,
TD1546,0.060106,36.7057,3.33333,0.751852,0.232163,0.576279,0.904889,0.479009,-1.84056,18.2255,
TD1547,0.059938,35.2578,3.33333,0.751852,0.223006,0.576245,0.909185,0.486338,-1.74548,17.5333,
TD1548,0.060095,34.5871,3.33333,0.751852,0.218764,0.576092,0.911111,0.48984,-1.70212,17.2121,
TD1549,0.060059,33.9559,3.33333,0.751852,0.214771,0.576188,0.912926,0.493209,-1.66129,16.9096,
TD1550,0.060025,33.3472,3.33333,0.751852,0.210921,0.576282,0.91463,0.496248,-1.62255,16.6175,
TD1551,0.060016,32.7735,3.33333,0.751852,0.207292,0.576198,0.916259,0.499181,-1.58603,16.3421,
TD1552,0.060008,32.2191,3.33333,0.751852,0.203786,0.576118,0.917778,0.502014,-1.55115,16.0755,
TD1553,0.060081,47.5221,3.33333,0.233333,0.513238,0.651052,0.741519,0.223693,-3.76511,21.9433,
TD1554,0.059981,43.7363,3.33333,0.233333,0.472352,0.651359,0.843926,0.255858,-3.59606,20.5958,
TD1555,0.059854,40.8759,3.33333,0.233333,0.44146,0.651095,0.901889,0.281168,-3.34745,19.4917,
TD1556,0.060044,38.7382,3.33333,0.233333,0.418373,0.651079,0.937333,0.300775,-3.12701,18.6256,
TD1557,0.059995,37.1649,3.33333,0.233333,0.40138,0.651181,0.959889,0.315636,-2.95487,17.9681,
TD1558,0.060123,35.9712,3.33333,0.233333,0.388489,0.651079,0.975185,0.326824,-2.8222,17.4594,
TD1559,0.059945,35.1141,3.33333,0.233333,0.379233,0.651367,0.985519,0.335089,-2.72586,17.0895,
TD1560,0.06002,34.2969,3.33333,0.233333,0.370407,0.651151,0.994667,0.342724,-2.63425,16.7332,
TD1561,0.06012,33.5329,3.33333,0.233333,0.362156,0.651257,1.00285,0.35018,-2.54874,16.3974,
TD1562,0.059981,32.8022,3.33333,0.233333,0.354264,0.651125,1.01022,0.357076,-2.4679,16.0733,
TD1563,0.060106,32.1175,3.33333,0.233333,0.346869,0.651067,1.01685,0.363845,-2.39206,15.7678,
TD1564,0.060128,60.1278,3.10345,0.7,0.380308,0.476137,0.720069,0.358136,-4.74145,27.7546,
TD1565,0.060081,54.3109,3.10345,0.7,0.343517,0.476239,0.771828,0.382892,-4.36796,25.35,
TD1566,0.059981,49.9844,3.10345,0.7,0.316151,0.476101,0.804897,0.402374,-4.03561,23.512,
TD1567,0.059854,46.7153,3.10345,0.7,0.295474,0.476204,0.827138,0.417226,-3.76496,22.0966,
TD1568,0.060044,44.2723,3.10345,0.7,0.280022,0.476204,0.842517,0.428611,-3.55506,21.0255,
TD1569,0.059995,42.4741,3.10345,0.7,0.268649,0.476241,0.853172,0.437218,-3.39793,20.2299,
TD1570,0.060123,41.11,3.10345,0.7,0.260021,0.476105,0.860862,0.443474,-3.27749,19.6226,
TD1571,0.059945,40.1304,3.10345,0.7,0.253825,0.476298,0.866276,0.448457,-3.19062,19.1849,
TD1572,0.06002,39.1965,3.10345,0.7,0.247918,0.476237,0.871241,0.452719,-3.10755,18.7656,
TD1573,0.06012,38.3234,3.10345,0.7,0.242395,0.476168,0.875828,0.457006,-3.02994,18.3727,
TD1574,0.059981,37.4883,3.10345,0.7,0.237113,0.476101,0.880034,0.461106,-2.95548,17.9955,
TD1575,0.060106,36.7057,3.10345,0.7,0.232163,0.476256,0.883966,0.464786,-2.88552,17.6412,
TD1576,0.059938,35.2578,3.10345,0.7,0.223006,0.476201,0.891,0.471794,-2.7565,16.9835,
TD1577,0.060095,34.5871,3.10345,0.7,0.218764,0.476221,0.894172,0.475141,-2.69671,16.6777,
TD1578,0.060059,33.9559,3.10345,0.7,0.214771,0.476231,0.897172,0.478353,-2.64049,16.3894,
TD1579,0.060025,33.3472,3.10345,0.7,0.210921,0.47624,0.899931,0.481242,-2.58649,16.1109,
TD1580,0.060016,32.7735,3.10345,0.7,0.207292,0.476239,0.902552,0.484228,-2.53544,15.8478,
TD1581,0.060008,32.2191,3.10345,0.7,0.203786,0.476238,0.905034,0.486911,-2.48651,15.5932,
TD1582,0.060095,34.5871,3.10345,0.217241,0.326848,0.501081,0.85569,0.269131,-4.27324,15.0588,
TD1583,0.060059,33.9559,3.10345,0.217241,0.320883,0.501273,0.873828,0.279499,-4.24618,14.8487,
TD1584,0.060025,33.3472,3.10345,0.217241,0.315131,0.501251,0.890138,0.288662,-4.21217,14.6413,
TD1585,0.060016,32.7735,3.10345,0.217241,0.309709,0.501229,0.904897,0.296805,-4.17472,14.4433,
TD1586,0.060008,32.2191,3.10345,0.217241,0.30447,0.501208,0.918345,0.304068,-4.13351,14.2485,
TD1587,0.060081,54.3109,3.10345,0.217241,0.343517,0.526137,0.877517,0.282417,-6.47658,23.9335,
TD1588,0.059981,49.9844,3.10345,0.217241,0.316151,0.526086,0.943448,0.318026,-6.13433,22.4017,
TD1589,0.059854,46.7153,3.10345,0.217241,0.295474,0.526131,0.984379,0.341606,-5.78715,21.1755,
TD1590,0.060044,44.2723,3.10345,0.217241,0.280022,0.526287,1.01134,0.358882,-5.49585,20.2263,
TD1591,0.059995,42.4741,3.10345,0.217241,0.268649,0.526148,1.02941,0.371118,-5.26891,19.5113,
TD1592,0.060123,41.11,3.10345,0.217241,0.260021,0.526208,1.04217,0.380267,-5.09198,18.9599,
TD1593,0.059945,40.1304,3.10345,0.217241,0.253825,0.52621,1.05103,0.387008,-4.96263,18.5601,
TD1594,0.06002,39.1965,3.10345,0.217241,0.247918,0.526213,1.05903,0.39319,-4.83807,18.1752,
TD1595,0.06012,38.3234,3.10345,0.217241,0.242395,0.526228,1.06635,0.399042,-4.72048,17.8129,
TD1596,0.059981,37.4883,3.10345,0.217241,0.237113,0.526242,1.07307,0.404405,-4.60755,17.4634,
TD1597,0.060106,36.7057,3.10345,0.217241,0.232163,0.526267,1.07921,0.409727,-4.50126,17.1344,
TD1598,0.059938,35.2578,3.10345,0.217241,0.223006,0.526223,1.0901,0.419127,-4.30366,16.5205,
TD1599,0.060095,34.5871,3.10345,0.217241,0.218764,0.526157,1.09497,0.423476,-4.21185,16.2339,
TD1600,0.060059,33.9559,3.10345,0.217241,0.214771,0.526316,1.09948,0.427844,-4.12542,15.9631,
TD1601,0.060025,33.3472,3.10345,0.217241,0.210921,0.526261,1.10369,0.431638,-4.0421,15.7007,
TD1602,0.060016,32.7735,3.10345,0.217241,0.207292,0.526219,1.10762,0.435477,-3.96354,15.4527,
TD1603,0.060008,32.2191,3.10345,0.217241,0.203786,0.526178,1.11128,0.438985,-3.88784,15.212,
TD1604,0.059981,43.7363,3.10345,0.7,0.472352,0.526086,0.62231,0.303655,-3.06217,20.2131,
TD1605,0.059854,40.8759,3.10345,0.7,0.44146,0.526131,0.676207,0.321752,-2.97431,19.0818,
TD1606,0.060044,38.7382,3.10345,0.7,0.418373,0.526287,0.711655,0.335916,-2.86635,18.2142,
TD1607,0.059995,37.1649,3.10345,0.7,0.40138,0.526148,0.735276,0.346695,-2.76931,17.5636,
TD1608,0.060123,35.9712,3.10345,0.7,0.388489,0.526208,0.751862,0.355344,-2.68756,17.0627,
TD1609,0.059945,35.1141,3.10345,0.7,0.379233,0.52621,0.763241,0.361675,-2.62553,16.7003,
TD1610,0.06002,34.2969,3.10345,0.7,0.370407,0.526213,0.773552,0.367467,-2.56394,16.3515,
TD1611,0.06012,33.5329,3.10345,0.7,0.362156,0.526228,0.782862,0.373174,-2.50467,16.0237,
TD1612,0.059981,32.8022,3.10345,0.7,0.354264,0.526242,0.791345,0.378632,-2.44658,15.7076,
TD1613,0.060106,32.1175,3.10345,0.7,0.346869,0.526267,0.799103,0.383804,-2.39092,15.4102,
TD1614,0.060081,54.3109,3.10345,0.7,0.513238,0.551256,0.579034,0.278683,-3.5594,24.9796,
TD1615,0.059981,49.9844,3.10345,0.7,0.472352,0.55139,0.656862,0.301468,-3.49516,23.3033,
TD1616,0.059854,46.7153,3.10345,0.7,0.44146,0.551241,0.705552,0.320292,-3.34453,21.9877,
TD1617,0.060044,44.2723,3.10345,0.7,0.418373,0.55119,0.737276,0.335086,-3.19286,20.9779,
TD1618,0.059995,42.4741,3.10345,0.7,0.40138,0.551102,0.75831,0.34643,-3.06557,20.2206,
TD1619,0.060123,41.11,3.10345,0.7,0.388489,0.551131,0.773034,0.355087,-2.96249,19.6382,
TD1620,0.059945,40.1304,3.10345,0.7,0.379233,0.551292,0.783138,0.361425,-2.88538,19.2165,
TD1621,0.06002,39.1965,3.10345,0.7,0.370407,0.5512,0.792207,0.367467,-2.81039,18.8111,
TD1622,0.06012,38.3234,3.10345,0.7,0.362156,0.551138,0.800448,0.373413,-2.73868,18.4299,
TD1623,0.059981,37.4883,3.10345,0.7,0.354264,0.551078,0.807897,0.378866,-2.6694,18.063,
TD1624,0.060106,36.7057,3.10345,0.7,0.346869,0.551273,0.814724,0.384262,-2.60381,17.7174,
TD1625,0.059938,35.2578,3.10345,0.7,0.333186,0.551124,0.82669,0.394227,-2.48105,17.0736,
TD1626,0.060095,34.5871,3.10345,0.7,0.326848,0.551232,0.831966,0.398833,-2.42369,16.7735,
TD1627,0.060059,33.9559,3.10345,0.7,0.320883,0.551146,0.836828,0.403226,-2.36948,16.49,
TD1628,0.060025,33.3472,3.10345,0.7,0.315131,0.551271,0.841345,0.407461,-2.31742,16.2155,
TD1629,0.060016,32.7735,3.10345,0.7,0.309709,0.551209,0.845517,0.411512,-2.26813,15.9562,
TD1630,0.060008,32.2191,3.10345,0.7,0.30447,0.551148,0.849448,0.415224,-2.2205,15.7046,
TD1631,0.060026,59.5998,3.10345,0.217207,0.430822,0.576415,0.765448,0.241379,-6.10047,26.2963,
TD1632,0.060128,52.6118,3.10345,0.217207,0.380308,0.576099,0.895517,0.295753,-5.77114,23.9196,
TD1633,0.060081,47.5221,3.10345,0.217207,0.343517,0.576035,0.962931,0.331297,-5.24949,21.9966,
TD1634,0.059981,43.7363,3.10345,0.217241,0.316151,0.576382,1.003,0.357388,-4.79038,20.4811,
TD1635,0.059854,40.8759,3.10345,0.217241,0.295474,0.576058,1.02879,0.376934,-4.42482,19.294,
TD1636,0.060044,38.7382,3.10345,0.217241,0.280022,0.576093,1.04607,0.39181,-4.14748,18.3874,
TD1637,0.059995,37.1649,3.10345,0.217241,0.268649,0.576321,1.05783,0.402708,-3.94266,17.7098,
TD1638,0.060123,35.9712,3.10345,0.217241,0.260021,0.576053,1.06624,0.410843,-3.78803,17.1904,
TD1639,0.059945,35.1141,3.10345,0.217241,0.253825,0.576122,1.07207,0.417106,-3.67695,16.8151,
TD1640,0.06002,34.2969,3.10345,0.217241,0.247918,0.576188,1.07741,0.422587,-3.57178,16.4552,
TD1641,0.06012,33.5329,3.10345,0.217241,0.242395,0.576287,1.08231,0.428024,-3.47377,16.1171,
TD1642,0.059981,32.8022,3.10345,0.217241,0.237113,0.576148,1.08679,0.43299,-3.38074,15.7922,
TD1643,0.060106,32.1175,3.10345,0.217241,0.232163,0.576279,1.09097,0.437715,-3.29387,15.4866,
TD1644,0.060081,54.3109,3.10345,0.217241,0.513238,0.626273,0.649828,0.206382,-4.7091,24.021,
TD1645,0.059981,49.9844,3.10345,0.217241,0.472352,0.626367,0.778931,0.242737,-4.80912,22.6745,
TD1646,0.059854,46.7153,3.10345,0.217241,0.44146,0.626277,0.851655,0.268613,-4.62715,21.546,
TD1647,0.060044,44.2723,3.10345,0.217241,0.418373,0.626176,0.896,0.288046,-4.40592,20.6461,
TD1648,0.059995,42.4741,3.10345,0.217241,0.40138,0.626228,0.924138,0.302628,-4.21343,19.9551,
TD1649,0.060123,41.11,3.10345,0.217241,0.388489,0.626156,0.943207,0.31372,-4.05627,19.4155,
TD1650,0.059945,40.1304,3.10345,0.217241,0.379233,0.626285,0.956034,0.322047,-3.9388,19.0213,
TD1651,0.06002,39.1965,3.10345,0.217241,0.370407,0.626164,0.967379,0.329495,-3.82484,18.6396,
TD1652,0.06012,38.3234,3.10345,0.217241,0.362156,0.626347,0.977517,0.336766,-3.71617,18.2788,
TD1653,0.059981,37.4883,3.10345,0.217241,0.354264,0.626054,0.986586,0.343721,-3.61176,17.9292,
TD1654,0.060106,36.7057,3.10345,0.217241,0.346869,0.626061,0.994759,0.35031,-3.51319,17.599,
TD1655,0.059938,35.2578,3.10345,0.217241,0.333186,0.626267,1.00886,0.362494,-3.3301,16.9799,
TD1656,0.060095,34.5871,3.10345,0.217241,0.326848,0.626243,1.015,0.368137,-3.24535,16.69,
TD1657,0.060059,33.9559,3.10345,0.217241,0.320883,0.626273,1.02062,0.373727,-3.16575,16.4155,
TD1658,0.060025,33.3472,3.10345,0.217241,0.315131,0.626303,1.02579,0.378699,-3.08941,16.1492,
TD1659,0.060016,32.7735,3.10345,0.217241,0.309709,0.626178,1.03059,0.383654,-3.01762,15.897,
TD1660,0.060008,32.2191,3.10345,0.217241,0.30447,0.626259,1.035,0.388441,-2.94885,15.6518,
TD1661,0.059995,42.4741,6.92308,0.484615,0.268649,0.501195,1.196,0.379612,-1.1991,21.1046,
TD1662,0.060123,41.11,6.92308,0.484615,0.260021,0.501285,1.21392,0.390031,-1.15108,20.4525,
TD1663,0.059945,40.1304,6.92308,0.484615,0.253825,0.501129,1.22646,0.397542,-1.11638,19.9834,
TD1664,0.06002,39.1965,6.92308,0.484615,0.247918,0.501225,1.238,0.404459,-1.08354,19.535,
TD1665,0.06012,38.3234,6.92308,0.484615,0.242395,0.501317,1.24862,0.411018,-1.05269,19.1152,
TD1666,0.059981,37.4883,6.92308,0.484615,0.237113,0.501172,1.25846,0.417057,-1.0232,18.713,
TD1667,0.060106,36.7057,6.92308,0.484615,0.232163,0.501262,1.26761,0.423033,-0.995641,18.3354,
TD1668,0.059938,35.2578,6.92308,0.484615,0.223006,0.501102,1.28408,0.433451,-0.94491,17.6357,
TD1669,0.060095,34.5871,6.92308,0.484615,0.218764,0.501081,1.29154,0.438392,-0.92153,17.3111,
TD1670,0.060059,33.9559,6.92308,0.484615,0.214771,0.501273,1.29862,0.442912,-0.89983,17.0051,
TD1671,0.060025,33.3472,6.92308,0.484615,0.210921,0.501251,1.30523,0.44727,-0.878699,16.7099,
TD1672,0.060016,32.7735,6.92308,0.484615,0.207292,0.501229,1.31146,0.451454,-0.859074,16.4314,
TD1673,0.060008,32.2191,6.92308,0.484615,0.203786,0.501208,1.31746,0.455296,-0.840113,16.1619,
TD1674,0.059981,43.7363,6.92308,1.56154,0.472352,0.501093,0.615154,0.325836,-0.645736,21.7919,
TD1675,0.059854,40.8759,6.92308,1.56154,0.44146,0.501022,0.673077,0.344526,-0.614891,20.4184,
TD1676,0.060044,38.7382,6.92308,1.56154,0.418373,0.501107,0.712769,0.359436,-0.584947,19.3879,
TD1677,0.059995,37.1649,6.92308,1.56154,0.40138,0.501195,0.740231,0.370587,-0.559862,18.627,
TD1678,0.060123,35.9712,6.92308,1.56154,0.388489,0.501285,0.759923,0.379496,-0.539311,18.0486,
TD1679,0.059945,35.1141,6.92308,1.56154,0.379233,0.501129,0.773769,0.386005,-0.523953,17.6326,
TD1680,0.06002,34.2969,6.92308,1.56154,0.370407,0.501225,0.786538,0.39221,-0.509064,17.2354,
TD1681,0.06012,33.5329,6.92308,1.56154,0.362156,0.501317,0.798231,0.398084,-0.494611,16.8637,
TD1682,0.059981,32.8022,6.92308,1.56154,0.354264,0.501172,0.809077,0.403468,-0.480787,16.5075,
TD1683,0.060106,32.1175,6.92308,1.56154,0.346869,0.501262,0.819077,0.409039,-0.467538,16.1737,
TD1684,0.060044,38.7382,6.92308,0.484615,0.280022,0.526287,1.18785,0.391533,-0.99917,19.3437,
TD1685,0.059995,37.1649,6.92308,0.484615,0.268649,0.526148,1.20869,0.404035,-0.945049,18.5867,
TD1686,0.060123,35.9712,6.92308,0.484615,0.260021,0.526208,1.22377,0.413412,-0.904419,18.0108,
TD1687,0.059945,35.1141,6.92308,0.484615,0.253825,0.52621,1.23446,0.420366,-0.875094,17.5964,
TD1688,0.06002,34.2969,6.92308,0.484615,0.247918,0.526213,1.24431,0.426507,-0.847379,17.2009,
TD1689,0.06012,33.5329,6.92308,0.484615,0.242395,0.526228,1.25346,0.432575,-0.821557,16.8304,
TD1690,0.059981,32.8022,6.92308,0.484615,0.237113,0.526242,1.262,0.438144,-0.797095,16.4756,
TD1691,0.060106,32.1175,6.92308,0.484615,0.232163,0.526267,1.27,0.44345,-0.77426,16.1429,
TD1692,0.060026,68.1141,6.92308,1.56154,0.430822,0.526181,0.739231,0.348659,-0.995743,33.9089,
TD1693,0.060128,60.1278,6.92308,1.56154,0.380308,0.526118,0.809385,0.385569,-0.856069,30.0406,
TD1694,0.060081,54.3109,6.92308,1.56154,0.343517,0.526137,0.852308,0.414121,-0.744399,27.2037,
TD1695,0.059981,49.9844,6.92308,1.56154,0.316151,0.526086,0.880923,0.436114,-0.660106,25.085,
TD1696,0.059854,46.7153,6.92308,1.56154,0.295474,0.526131,0.901077,0.452555,-0.596788,23.4794,
TD1697,0.060044,44.2723,6.92308,1.56154,0.280022,0.526287,0.915462,0.465412,-0.550083,22.2775,
TD1698,0.059995,42.4741,6.92308,1.56154,0.268649,0.526148,0.925846,0.474914,-0.515795,21.3916,
TD1699,0.060123,41.11,6.92308,1.56154,0.260021,0.526208,0.933538,0.481757,-0.490236,20.7189,
TD1700,0.059945,40.1304,6.92308,1.56154,0.253825,0.52621,0.939,0.487083,-0.472034,20.2358,
TD1701,0.06002,39.1965,6.92308,1.56154,0.247918,0.526213,0.944231,0.491916,-0.454924,19.7746,
TD1702,0.06012,38.3234,6.92308,1.56154,0.242395,0.526228,0.949077,0.496527,-0.438802,19.3432,
TD1703,0.059981,37.4883,6.92308,1.56154,0.237113,0.526242,0.953692,0.500703,-0.423618,18.9306,
TD1704,0.060106,36.7057,6.92308,1.56154,0.232163,0.526267,0.958,0.504932,-0.409498,18.5437,
TD1705,0.059938,35.2578,6.92308,1.56154,0.223006,0.526223,0.966,0.512561,-0.383429,17.8277,
TD1706,0.060095,34.5871,6.92308,1.56154,0.218764,0.526157,0.969692,0.515997,-0.371595,17.4957,
TD1707,0.060059,33.9559,6.92308,1.56154,0.214771,0.526316,0.973231,0.519312,-0.360357,17.1831,
TD1708,0.060025,33.3472,6.92308,1.56154,0.210921,0.526261,0.976615,0.522509,-0.349729,16.8818,
TD1709,0.060016,32.7735,6.92308,1.56154,0.207292,0.526219,0.979846,0.525604,-0.339615,16.5977,
TD1710,0.060008,32.2191,6.92308,1.56154,0.203786,0.526178,0.982923,0.528393,-0.330044,16.323,
TD1711,0.060081,54.3109,6.92308,1.56154,0.513238,0.526137,0.570615,0.298371,-0.761371,26.9844,
TD1712,0.059981,49.9844,6.92308,1.56154,0.472352,0.526086,0.652308,0.323024,-0.726648,24.9157,
TD1713,0.059854,46.7153,6.92308,1.56154,0.44146,0.526131,0.705846,0.342774,-0.683212,23.3434,
TD1714,0.060044,44.2723,6.92308,1.56154,0.418373,0.526287,0.742154,0.358605,-0.643885,22.163,
TD1715,0.059995,42.4741,6.92308,1.56154,0.40138,0.526148,0.766923,0.370587,-0.612424,21.2915,
TD1716,0.060123,41.11,6.92308,1.56154,0.388489,0.526208,0.784769,0.379753,-0.587359,20.6285,
TD1717,0.059945,40.1304,6.92308,1.56154,0.379233,0.52621,0.797154,0.386506,-0.568849,20.152,
TD1718,0.06002,39.1965,6.92308,1.56154,0.370407,0.526213,0.808538,0.39319,-0.550955,19.697,
TD1719,0.06012,38.3234,6.92308,1.56154,0.362156,0.526228,0.819,0.399281,-0.533892,19.2711,
TD1720,0.059981,37.4883,6.92308,1.56154,0.354264,0.526242,0.828615,0.405108,-0.517573,18.8632,
TD1721,0.060106,36.7057,6.92308,1.56154,0.346869,0.526267,0.837538,0.410645,-0.50195,18.4806,
TD1722,0.059938,35.2578,6.92308,1.56154,0.333186,0.526223,0.853615,0.421111,-0.473116,17.7719,
TD1723,0.060095,34.5871,6.92308,1.56154,0.326848,0.526157,0.860769,0.42607,-0.459792,17.4434,
TD1724,0.060059,33.9559,6.92308,1.56154,0.320883,0.526316,0.867538,0.430815,-0.447156,17.1339,
TD1725,0.060025,33.3472,6.92308,1.56154,0.315131,0.526261,0.873923,0.435181,-0.434973,16.8351,
TD1726,0.060016,32.7735,6.92308,1.56154,0.309709,0.526219,0.879846,0.439369,-0.423392,16.5535,
TD1727,0.060008,32.2191,6.92308,1.56154,0.30447,0.526178,0.885538,0.443415,-0.412203,16.2811,
TD1728,0.059995,37.1649,6.92308,0.484615,0.40138,0.576321,0.972154,0.307141,-0.899655,18.5317,
TD1729,0.060123,35.9712,6.92308,0.484615,0.388489,0.576053,1.00254,0.318602,-0.865622,17.9687,
TD1730,0.059945,35.1141,6.92308,0.484615,0.379233,0.576122,1.02338,0.327063,-0.83998,17.5628,
TD1731,0.06002,34.2969,6.92308,0.484615,0.370407,0.576188,1.04215,0.334885,-0.814552,17.1744,
TD1732,0.06012,33.5329,6.92308,0.484615,0.362156,0.576287,1.05915,0.342515,-0.790419,16.8105,
TD1733,0.059981,32.8022,6.92308,0.484615,0.354264,0.576148,1.07462,0.349813,-0.766635,16.4613,
TD1734,0.060106,32.1175,6.92308,0.484615,0.346869,0.576279,1.08885,0.356733,-0.744207,16.1335,
TD1735,0.060079,69.5134,6.92308,1.56146,0.502483,0.576465,0.665846,0.298411,-0.952334,34.6132,
TD1736,0.060026,59.5998,6.92308,1.56154,0.430822,0.576415,0.772615,0.348659,-0.790549,29.828,
TD1737,0.060128,52.6118,6.92308,1.56154,0.380308,0.576099,0.829538,0.387448,-0.655769,26.4194,
TD1738,0.060081,47.5221,6.92308,1.56154,0.343517,0.576035,0.864692,0.416836,-0.556348,23.9226,
TD1739,0.059981,43.7363,6.92308,1.56154,0.316151,0.576382,0.888462,0.439238,-0.483599,22.0587,
TD1740,0.059854,40.8759,6.92308,1.56154,0.295474,0.576058,0.905308,0.45635,-0.430073,20.6473,
TD1741,0.060044,38.7382,6.92308,1.56154,0.280022,0.576093,0.917538,0.469286,-0.39098,19.591,
TD1742,0.059995,37.1649,6.92308,1.56154,0.268649,0.576321,0.926462,0.478896,-0.362888,18.8128,
TD1743,0.060123,35.9712,6.92308,1.56154,0.260021,0.576053,0.933077,0.485868,-0.341727,18.2217,
TD1744,0.059945,35.1141,6.92308,1.56154,0.253825,0.576122,0.937846,0.491347,-0.326561,17.7973,
TD1745,0.06002,34.2969,6.92308,1.56154,0.247918,0.576188,0.942385,0.49608,-0.312592,17.3922,
TD1746,0.06012,33.5329,6.92308,1.56154,0.242395,0.576287,0.946692,0.500838,-0.299401,17.0137,
TD1747,0.059981,32.8022,6.92308,1.56154,0.237113,0.576148,0.950692,0.505155,-0.28702,16.6511,
TD1748,0.060106,32.1175,6.92308,1.56154,0.232163,0.576279,0.954538,0.509291,-0.275522,16.3115,
TD1749,0.059854,40.8759,6.92308,0.484615,0.44146,0.601168,0.910385,0.284672,-0.933139,20.3644,
TD1750,0.060044,38.7382,6.92308,0.484615,0.418373,0.601273,0.965615,0.304095,-0.876038,19.3592,
TD1751,0.059995,37.1649,6.92308,0.484615,0.40138,0.601274,1.00208,0.319087,-0.829042,18.6138,
TD1752,0.060123,35.9712,6.92308,0.484615,0.388489,0.601233,1.02746,0.330421,-0.791624,18.0452,
TD1753,0.059945,35.1141,6.92308,0.484615,0.379233,0.601204,1.045,0.338851,-0.763983,17.6356,
TD1754,0.06002,34.2969,6.92308,0.484615,0.370407,0.601176,1.06069,0.346889,-0.737384,17.2435,
TD1755,0.06012,33.5329,6.92308,0.484615,0.362156,0.601198,1.075,0.354731,-0.712335,16.8764,
TD1756,0.059981,32.8022,6.92308,0.484615,0.354264,0.601218,1.08808,0.361996,-0.688379,16.5244,
TD1757,0.060106,32.1175,6.92308,0.484615,0.346869,0.601055,1.1,0.368892,-0.665749,16.1939,
TD1758,0.060079,79.4439,6.92308,0.484462,0.502483,0.65144,0.848692,0.247766,-1.56405,39.363,
TD1759,0.060026,68.1141,6.92308,0.484538,0.430822,0.651341,0.993615,0.311622,-1.24777,34.0115,
TD1760,0.060128,60.1278,6.92308,0.484538,0.380308,0.651259,1.06015,0.360015,-1.00113,30.1541,
TD1761,0.060081,54.3109,6.92308,0.484538,0.343517,0.651052,1.09808,0.39647,-0.831297,27.3153,
TD1762,0.059981,49.9844,6.92308,0.484538,0.316151,0.651359,1.12261,0.424242,-0.713215,25.1924,
TD1763,0.059854,46.7153,6.92308,0.484615,0.295474,0.651095,1.13969,0.444964,-0.629197,23.5828,
TD1764,0.060044,44.2723,6.92308,0.484615,0.280022,0.651079,1.152,0.460432,-0.569175,22.3774,
TD1765,0.059995,42.4741,6.92308,0.484615,0.268649,0.651181,1.16085,0.471994,-0.526414,21.489,
TD1766,0.060123,41.11,6.92308,0.484615,0.260021,0.651079,1.16746,0.480473,-0.495118,20.8145,
TD1767,0.059945,40.1304,6.92308,0.484615,0.253825,0.651367,1.17231,0.486832,-0.472787,20.3298,
TD1768,0.06002,39.1965,6.92308,0.484615,0.247918,0.651151,1.17677,0.492651,-0.451984,19.8675,
TD1769,0.06012,38.3234,6.92308,0.484615,0.242395,0.651257,1.18108,0.498204,-0.432814,19.435,
TD1770,0.059981,37.4883,6.92308,0.484615,0.237113,0.651125,1.18515,0.50328,-0.414714,19.0211,
TD1771,0.060106,36.7057,6.92308,0.484615,0.232163,0.651067,1.189,0.508373,-0.398027,18.6332,
TD1772,0.059938,35.2578,6.92308,0.484615,0.223006,0.651168,1.19615,0.517409,-0.367563,17.9149,
TD1773,0.060095,34.5871,6.92308,0.484615,0.218764,0.651102,1.19954,0.521401,-0.353869,17.5821,
TD1774,0.060059,33.9559,6.92308,0.484615,0.214771,0.651316,1.20277,0.525467,-0.340832,17.2689,
TD1775,0.060025,33.3472,6.92308,0.484615,0.210921,0.651105,1.20585,0.529179,-0.328679,16.9667,
TD1776,0.060016,32.7735,6.92308,0.484615,0.207292,0.651168,1.20877,0.532773,-0.317083,16.6817,
TD1777,0.060008,32.2191,6.92308,0.484615,0.203786,0.651228,1.21169,0.536246,-0.306283,16.4064,
TD1778,0.060081,47.5221,6.92308,0.484615,0.513238,0.651052,0.808308,0.243381,-0.972166,23.6558,
TD1779,0.059981,43.7363,6.92308,0.484615,0.472352,0.651359,0.908692,0.275226,-0.880037,21.8853,
TD1780,0.059854,40.8759,6.92308,0.484615,0.44146,0.651095,0.969154,0.301314,-0.792993,20.5273,
TD1781,0.060044,38.7382,6.92308,0.484615,0.418373,0.651079,1.00785,0.321527,-0.723852,19.5028,
TD1782,0.059995,37.1649,6.92308,0.484615,0.40138,0.651181,1.03338,0.337138,-0.672684,18.7444,
TD1783,0.060123,35.9712,6.92308,0.484615,0.388489,0.651079,1.05123,0.348921,-0.634121,18.1662,
TD1784,0.059945,35.1141,6.92308,0.484615,0.379233,0.651367,1.06361,0.357662,-0.606471,17.7504,
TD1785,0.06002,34.2969,6.92308,0.484615,0.370407,0.651151,1.07477,0.365752,-0.580353,17.3528,
